donor_id,name,donor_type,phone,email,address
174,Erlan Yermekbayev,INDIVIDUAL,+7 (768) 917-13-80,erlan.yermekbayev737@yandex.kz,"23 Masanchi Street, Semey, Kazakhstan"
175,Nazira Mambetalin,INDIVIDUAL,+7 (721) 910-82-24,nazira.mambetalin194@mail.ru,"191 Furmanov Street, Kyzylorda, Kazakhstan"
176,Laura Kadyrov,INDIVIDUAL,+7 (798) 906-14-10,laura.kadyrov546@mail.ru,"2 Abai Avenue, Atyrau, Kazakhstan"
177,Zhanna Kadyrov,INDIVIDUAL,+7 (763) 603-42-25,zhanna.kadyrov692@yahoo.com,"17 Zhibek Zholy, Kostanay, Kazakhstan"
178,Elmira Zhakenov,INDIVIDUAL,+7 (721) 231-76-11,elmira.zhakenov322@yandex.kz,"129 Kabanbai Batyr Avenue, Aktobe, Kazakhstan"
179,Dias Magzumov,INDIVIDUAL,+7 (716) 141-68-98,dias.magzumov83@yandex.kz,"175 Kabanbai Batyr Avenue, Atyrau, Kazakhstan"
180,Yerlan Bekbolat,INDIVIDUAL,+7 (732) 163-84-43,yerlan.bekbolat850@gmail.com,"53 Zhibek Zholy, Almaty, Kazakhstan"
181,Kairat Baimukhanov,INDIVIDUAL,+7 (722) 813-18-72,kairat.baimukhanov398@mail.ru,"17 Furmanov Street, Shymkent, Kazakhstan"
182,Rauan Bekbolat,INDIVIDUAL,+7 (752) 767-82-91,rauan.bekbolat629@outlook.com,"18 Abai Avenue, Taraz, Kazakhstan"
183,Saltanat Omarov,INDIVIDUAL,+7 (750) 163-60-49,saltanat.omarov179@outlook.com,"94 Dostyk Avenue, Astana, Kazakhstan"
184,Aigul Kairatov,INDIVIDUAL,+7 (736) 168-35-43,aigul.kairatov634@gmail.com,"40 Tole Bi Street, Oral, Kazakhstan"
185,Kamila Ospanov,INDIVIDUAL,+7 (797) 766-93-15,kamila.ospanov175@yandex.kz,"98 Satpayev Street, Oskemen, Kazakhstan"
186,Bibigul Nurpeisov,INDIVIDUAL,+7 (741) 146-24-68,bibigul.nurpeisov322@yahoo.com,"182 Zhibek Zholy, Kyzylorda, Kazakhstan"
187,Kamila Magzumov,INDIVIDUAL,+7 (712) 150-98-45,kamila.magzumov356@yandex.kz,"131 Dostyk Avenue, Aktobe, Kazakhstan"
188,Timur Ismailov,INDIVIDUAL,+7 (753) 178-16-97,timur.ismailov964@gmail.com,"149 Kabanbai Batyr Avenue, Pavlodar, Kazakhstan"
189,Bibigul Tolegenov,INDIVIDUAL,+7 (761) 551-85-99,bibigul.tolegenov671@outlook.com,"117 Dostyk Avenue, Karaganda, Kazakhstan"
190,Laura Nurpeisov,INDIVIDUAL,+7 (765) 492-15-96,laura.nurpeisov175@mail.ru,"200 Kabanbai Batyr Avenue, Almaty, Kazakhstan"
191,Baurzhan Akhmetov,INDIVIDUAL,+7 (750) 509-32-70,baurzhan.akhmetov577@yahoo.com,"120 Masanchi Street, Aktobe, Kazakhstan"
192,Medet Magzumov,INDIVIDUAL,+7 (782) 114-86-77,medet.magzumov107@outlook.com,"138 Abai Avenue, Almaty, Kazakhstan"
193,Farida Baimukhanov,INDIVIDUAL,+7 (738) 767-78-97,farida.baimukhanov625@yandex.kz,"114 Furmanov Street, Karaganda, Kazakhstan"
194,Bibigul Mambetalin,INDIVIDUAL,+7 (755) 696-89-32,bibigul.mambetalin252@mail.ru,"157 Nazarbayev Street, Oral, Kazakhstan"
195,Serik Aliyev,INDIVIDUAL,+7 (792) 135-63-93,serik.aliyev9@yahoo.com,"180 Furmanov Street, Atyrau, Kazakhstan"
196,Timur Nurgaliyev,INDIVIDUAL,+7 (785) 200-95-14,timur.nurgaliyev407@gmail.com,"160 Dostyk Avenue, Pavlodar, Kazakhstan"
197,Aidana Tuleshov,INDIVIDUAL,+7 (791) 884-65-15,aidana.tuleshov761@yahoo.com,"118 Nazarbayev Street, Aktobe, Kazakhstan"
198,Togzhan Suleimenov,INDIVIDUAL,+7 (741) 989-39-63,togzhan.suleimenov891@yandex.kz,"149 Abai Avenue, Kostanay, Kazakhstan"
199,Kuanysh Dauletov,INDIVIDUAL,+7 (751) 760-66-46,kuanysh.dauletov653@gmail.com,"62 Tole Bi Street, Kyzylorda, Kazakhstan"
200,Rauan Tolegenov,INDIVIDUAL,+7 (747) 779-36-44,rauan.tolegenov685@yahoo.com,"41 Masanchi Street, Shymkent, Kazakhstan"
201,Rauan Kadyrov,INDIVIDUAL,+7 (711) 763-68-74,rauan.kadyrov501@yahoo.com,"52 Masanchi Street, Aktobe, Kazakhstan"
202,Saltanat Mambetalin,INDIVIDUAL,+7 (736) 143-78-72,saltanat.mambetalin418@yandex.kz,"164 Abai Avenue, Karaganda, Kazakhstan"
203,Serik Baimukhanov,INDIVIDUAL,+7 (743) 384-49-69,serik.baimukhanov745@mail.ru,"106 Dostyk Avenue, Shymkent, Kazakhstan"
204,Timur Kairatov,INDIVIDUAL,+7 (775) 110-50-43,timur.kairatov674@mail.ru,"121 Dostyk Avenue, Aktobe, Kazakhstan"
205,Saule Rakhimov,INDIVIDUAL,+7 (742) 660-71-82,saule.rakhimov793@gmail.com,"198 Rozybakiev Street, Aktobe, Kazakhstan"
206,Askar Rakhimov,INDIVIDUAL,+7 (737) 281-68-14,askar.rakhimov237@mail.ru,"24 Dostyk Avenue, Oral, Kazakhstan"
207,Aliya Kadyrov,INDIVIDUAL,+7 (725) 599-97-72,aliya.kadyrov505@outlook.com,"113 Furmanov Street, Oral, Kazakhstan"
208,Tamara Serikbayev,INDIVIDUAL,+7 (725) 417-98-61,tamara.serikbayev488@yandex.kz,"167 Abai Avenue, Kostanay, Kazakhstan"
209,Tamara Nurpeisov,INDIVIDUAL,+7 (733) 320-54-90,tamara.nurpeisov987@mail.ru,"71 Zhibek Zholy, Kostanay, Kazakhstan"
210,Medet Tuleshov,INDIVIDUAL,+7 (750) 766-35-14,medet.tuleshov304@yahoo.com,"29 Kabanbai Batyr Avenue, Aktobe, Kazakhstan"
211,Asel Ospanov,INDIVIDUAL,+7 (740) 313-96-98,asel.ospanov242@yandex.kz,"193 Rozybakiev Street, Oral, Kazakhstan"
212,Aslan Dzhakishev,INDIVIDUAL,+7 (737) 492-78-14,aslan.dzhakishev877@yandex.kz,"120 Furmanov Street, Aktau, Kazakhstan"
213,Venera Aliyev,INDIVIDUAL,+7 (745) 455-83-64,venera.aliyev748@mail.ru,"89 Dostyk Avenue, Semey, Kazakhstan"
214,Kanat Magzumov,INDIVIDUAL,+7 (758) 865-66-64,kanat.magzumov855@mail.ru,"101 Furmanov Street, Oral, Kazakhstan"
215,Baurzhan Baimukhanov,INDIVIDUAL,+7 (780) 860-99-90,baurzhan.baimukhanov218@mail.ru,"41 Nazarbayev Street, Oral, Kazakhstan"
216,Gaukhar Nurgaliyev,INDIVIDUAL,+7 (728) 597-69-56,gaukhar.nurgaliyev469@yahoo.com,"58 Tole Bi Street, Oskemen, Kazakhstan"
217,Dias Kairatov,INDIVIDUAL,+7 (761) 704-38-29,dias.kairatov769@yandex.kz,"71 Tole Bi Street, Pavlodar, Kazakhstan"
218,Daniyar Mambetalin,INDIVIDUAL,+7 (792) 340-68-64,daniyar.mambetalin539@outlook.com,"193 Furmanov Street, Aktau, Kazakhstan"
219,Erlan Yermekbayev,INDIVIDUAL,+7 (794) 536-41-16,erlan.yermekbayev252@yahoo.com,"13 Dostyk Avenue, Atyrau, Kazakhstan"
220,Medet Abdirov,INDIVIDUAL,+7 (717) 747-63-57,medet.abdirov580@gmail.com,"70 Kabanbai Batyr Avenue, Karaganda, Kazakhstan"
221,Dana Dzhakishev,INDIVIDUAL,+7 (734) 271-23-26,dana.dzhakishev660@yandex.kz,"157 Zhibek Zholy, Kyzylorda, Kazakhstan"
222,Venera Omarov,INDIVIDUAL,+7 (766) 190-56-25,venera.omarov834@yahoo.com,"70 Abai Avenue, Kyzylorda, Kazakhstan"
223,Laura Baimukhanov,INDIVIDUAL,+7 (740) 771-66-85,laura.baimukhanov218@gmail.com,"77 Tole Bi Street, Oskemen, Kazakhstan"
224,Ulan Yermekbayev,INDIVIDUAL,+7 (762) 744-40-90,ulan.yermekbayev654@yandex.kz,"154 Dostyk Avenue, Oskemen, Kazakhstan"
225,Askar Magzumov,INDIVIDUAL,+7 (755) 377-96-13,askar.magzumov824@yandex.kz,"123 Masanchi Street, Atyrau, Kazakhstan"
226,Yerlan Kadyrov,INDIVIDUAL,+7 (787) 556-86-91,yerlan.kadyrov122@outlook.com,"181 Masanchi Street, Kyzylorda, Kazakhstan"
227,Asel Mambetalin,INDIVIDUAL,+7 (726) 972-85-84,asel.mambetalin519@outlook.com,"145 Masanchi Street, Oral, Kazakhstan"
228,Marat Baimukhanov,INDIVIDUAL,+7 (776) 849-55-10,marat.baimukhanov372@mail.ru,"175 Abai Avenue, Aktobe, Kazakhstan"
229,Marlen Ospanov,INDIVIDUAL,+7 (785) 322-34-23,marlen.ospanov831@yandex.kz,"59 Abai Avenue, Karaganda, Kazakhstan"
230,Ulan Bekbolat,INDIVIDUAL,+7 (776) 443-53-32,ulan.bekbolat52@yandex.kz,"54 Masanchi Street, Kostanay, Kazakhstan"
231,Bolat Akhmetov,INDIVIDUAL,+7 (740) 885-65-76,bolat.akhmetov705@mail.ru,"191 Furmanov Street, Aktobe, Kazakhstan"
232,Alibek Aliyev,INDIVIDUAL,+7 (733) 369-30-40,alibek.aliyev337@yahoo.com,"26 Zhibek Zholy, Petropavl, Kazakhstan"
233,Alibek Dzhakishev,INDIVIDUAL,+7 (712) 956-64-58,alibek.dzhakishev164@yahoo.com,"184 Satpayev Street, Almaty, Kazakhstan"
234,Rauan Kairatov,INDIVIDUAL,+7 (746) 375-62-63,rauan.kairatov637@yandex.kz,"180 Tole Bi Street, Semey, Kazakhstan"
235,Dinara Zhumabekov,INDIVIDUAL,+7 (782) 203-55-42,dinara.zhumabekov697@outlook.com,"21 Satpayev Street, Atyrau, Kazakhstan"
236,Erlan Yermekbayev,INDIVIDUAL,+7 (785) 525-24-85,erlan.yermekbayev552@yahoo.com,"77 Zhibek Zholy, Aktobe, Kazakhstan"
237,Baurzhan Ospanov,INDIVIDUAL,+7 (745) 109-47-65,baurzhan.ospanov153@yandex.kz,"39 Rozybakiev Street, Oral, Kazakhstan"
238,Aslan Omarov,INDIVIDUAL,+7 (740) 899-79-35,aslan.omarov742@yahoo.com,"7 Furmanov Street, Karaganda, Kazakhstan"
239,Daniyar Tuleshov,INDIVIDUAL,+7 (731) 937-43-46,daniyar.tuleshov395@yandex.kz,"61 Furmanov Street, Kyzylorda, Kazakhstan"
240,Kairat Kairatov,INDIVIDUAL,+7 (766) 239-97-46,kairat.kairatov987@gmail.com,"134 Dostyk Avenue, Aktobe, Kazakhstan"
241,Rauan Abdirov,INDIVIDUAL,+7 (743) 747-24-30,rauan.abdirov123@gmail.com,"117 Kabanbai Batyr Avenue, Oral, Kazakhstan"
242,Gulnara Magzumov,INDIVIDUAL,+7 (722) 779-88-12,gulnara.magzumov154@yahoo.com,"146 Furmanov Street, Taraz, Kazakhstan"
243,Serik Suleimenov,INDIVIDUAL,+7 (786) 545-63-59,serik.suleimenov289@outlook.com,"26 Dostyk Avenue, Aktobe, Kazakhstan"
244,Elmira Akhmetov,INDIVIDUAL,+7 (747) 829-11-74,elmira.akhmetov562@mail.ru,"150 Masanchi Street, Shymkent, Kazakhstan"
245,Saltanat Abdirov,INDIVIDUAL,+7 (756) 778-10-18,saltanat.abdirov744@mail.ru,"185 Masanchi Street, Petropavl, Kazakhstan"
246,Aidana Baimukhanov,INDIVIDUAL,+7 (714) 325-52-30,aidana.baimukhanov29@outlook.com,"189 Abai Avenue, Atyrau, Kazakhstan"
247,Daniyar Serikbayev,INDIVIDUAL,+7 (738) 606-82-48,daniyar.serikbayev927@yahoo.com,"171 Furmanov Street, Astana, Kazakhstan"
248,Aliya Dzhakishev,INDIVIDUAL,+7 (712) 223-65-27,aliya.dzhakishev445@outlook.com,"175 Kabanbai Batyr Avenue, Kyzylorda, Kazakhstan"
249,Farida Yermekbayev,INDIVIDUAL,+7 (721) 124-60-19,farida.yermekbayev306@yahoo.com,"109 Abai Avenue, Aktobe, Kazakhstan"
250,Elmira Serikbayev,INDIVIDUAL,+7 (791) 473-82-15,elmira.serikbayev687@outlook.com,"118 Nazarbayev Street, Kyzylorda, Kazakhstan"
251,Daniyar Ismailov,INDIVIDUAL,+7 (767) 546-99-52,daniyar.ismailov131@yandex.kz,"129 Satpayev Street, Taraz, Kazakhstan"
252,Nazira Suleimenov,INDIVIDUAL,+7 (791) 876-68-30,nazira.suleimenov608@outlook.com,"174 Nazarbayev Street, Taraz, Kazakhstan"
253,Bakhyt Abdirov,INDIVIDUAL,+7 (754) 871-37-88,bakhyt.abdirov90@gmail.com,"196 Nazarbayev Street, Astana, Kazakhstan"
254,Aliya Yermekbayev,INDIVIDUAL,+7 (711) 885-51-19,aliya.yermekbayev69@yandex.kz,"127 Tole Bi Street, Oral, Kazakhstan"
255,Sultan Aliyev,INDIVIDUAL,+7 (756) 233-42-18,sultan.aliyev501@yandex.kz,"10 Rozybakiev Street, Astana, Kazakhstan"
256,Bolat Dauletov,INDIVIDUAL,+7 (786) 127-11-36,bolat.dauletov248@yahoo.com,"131 Abai Avenue, Semey, Kazakhstan"
257,Rauan Ismailov,INDIVIDUAL,+7 (793) 204-88-22,rauan.ismailov630@yahoo.com,"15 Satpayev Street, Almaty, Kazakhstan"
258,Serik Zhakenov,INDIVIDUAL,+7 (755) 474-15-89,serik.zhakenov30@mail.ru,"44 Satpayev Street, Shymkent, Kazakhstan"
259,Alibek Esenov,INDIVIDUAL,+7 (717) 213-80-68,alibek.esenov558@gmail.com,"116 Rozybakiev Street, Oskemen, Kazakhstan"
260,Nazira Mambetalin,INDIVIDUAL,+7 (711) 273-10-17,nazira.mambetalin944@outlook.com,"107 Nazarbayev Street, Aktau, Kazakhstan"
261,Nazira Akhmetov,INDIVIDUAL,+7 (782) 268-83-46,nazira.akhmetov750@outlook.com,"158 Kabanbai Batyr Avenue, Aktobe, Kazakhstan"
262,Zarina Mambetalin,INDIVIDUAL,+7 (787) 220-92-22,zarina.mambetalin890@gmail.com,"113 Furmanov Street, Shymkent, Kazakhstan"
263,Yerbol Magzumov,INDIVIDUAL,+7 (718) 653-79-66,yerbol.magzumov50@yandex.kz,"79 Rozybakiev Street, Kostanay, Kazakhstan"
264,Ruslan Nurgaliyev,INDIVIDUAL,+7 (718) 572-97-38,ruslan.nurgaliyev206@yandex.kz,"95 Kabanbai Batyr Avenue, Shymkent, Kazakhstan"
265,Aidana Yermekbayev,INDIVIDUAL,+7 (711) 917-50-99,aidana.yermekbayev324@yahoo.com,"35 Tole Bi Street, Pavlodar, Kazakhstan"
266,Dinara Serikbayev,INDIVIDUAL,+7 (798) 191-49-84,dinara.serikbayev901@mail.ru,"107 Dostyk Avenue, Aktobe, Kazakhstan"
267,Kanat Akhmetov,INDIVIDUAL,+7 (793) 832-94-71,kanat.akhmetov577@mail.ru,"4 Kabanbai Batyr Avenue, Pavlodar, Kazakhstan"
268,Dinara Ismailov,INDIVIDUAL,+7 (790) 453-65-75,dinara.ismailov79@gmail.com,"69 Furmanov Street, Kyzylorda, Kazakhstan"
269,Marat Suleimenov,INDIVIDUAL,+7 (780) 297-99-37,marat.suleimenov462@outlook.com,"66 Furmanov Street, Aktau, Kazakhstan"
270,Yerlan Kadyrov,INDIVIDUAL,+7 (758) 248-53-22,yerlan.kadyrov449@mail.ru,"144 Masanchi Street, Oskemen, Kazakhstan"
271,Tamara Akhmetov,INDIVIDUAL,+7 (717) 967-68-24,tamara.akhmetov832@yandex.kz,"54 Furmanov Street, Astana, Kazakhstan"
272,Kairat Magzumov,INDIVIDUAL,+7 (784) 813-31-43,kairat.magzumov732@yahoo.com,"160 Dostyk Avenue, Oskemen, Kazakhstan"
273,Zhanna Esenov,INDIVIDUAL,+7 (784) 289-64-66,zhanna.esenov314@yandex.kz,"106 Dostyk Avenue, Semey, Kazakhstan"
274,Tamara Akhmetov,INDIVIDUAL,+7 (713) 423-39-59,tamara.akhmetov439@mail.ru,"65 Abai Avenue, Petropavl, Kazakhstan"
275,Venera Magzumov,INDIVIDUAL,+7 (748) 316-38-92,venera.magzumov586@gmail.com,"90 Furmanov Street, Pavlodar, Kazakhstan"
276,Nurlan Esenov,INDIVIDUAL,+7 (728) 319-83-57,nurlan.esenov404@mail.ru,"144 Satpayev Street, Atyrau, Kazakhstan"
277,Ulan Dauletov,INDIVIDUAL,+7 (791) 764-90-48,ulan.dauletov234@outlook.com,"132 Tole Bi Street, Pavlodar, Kazakhstan"
278,Ruslan Zhakenov,INDIVIDUAL,+7 (773) 554-60-68,ruslan.zhakenov32@yahoo.com,"131 Rozybakiev Street, Shymkent, Kazakhstan"
279,Ruslan Abdirov,INDIVIDUAL,+7 (768) 410-40-65,ruslan.abdirov180@outlook.com,"78 Furmanov Street, Aktobe, Kazakhstan"
280,Medet Zhumabekov,INDIVIDUAL,+7 (797) 566-42-54,medet.zhumabekov686@yahoo.com,"86 Tole Bi Street, Karaganda, Kazakhstan"
281,Togzhan Dauletov,INDIVIDUAL,+7 (790) 292-29-66,togzhan.dauletov82@mail.ru,"5 Kabanbai Batyr Avenue, Petropavl, Kazakhstan"
282,Oksana Nurgaliyev,INDIVIDUAL,+7 (734) 829-37-13,oksana.nurgaliyev717@outlook.com,"87 Rozybakiev Street, Petropavl, Kazakhstan"
283,Sultan Esenov,INDIVIDUAL,+7 (727) 872-65-94,sultan.esenov646@yahoo.com,"97 Rozybakiev Street, Oral, Kazakhstan"
284,Tamara Aliyev,INDIVIDUAL,+7 (791) 964-77-39,tamara.aliyev512@mail.ru,"157 Zhibek Zholy, Aktobe, Kazakhstan"
285,Yerlan Akhmetov,INDIVIDUAL,+7 (710) 757-43-24,yerlan.akhmetov304@yahoo.com,"114 Furmanov Street, Pavlodar, Kazakhstan"
286,Zhanna Ismailov,INDIVIDUAL,+7 (752) 856-61-56,zhanna.ismailov444@yahoo.com,"86 Masanchi Street, Atyrau, Kazakhstan"
287,Kairat Tuleshov,INDIVIDUAL,+7 (782) 401-65-76,kairat.tuleshov843@yahoo.com,"55 Masanchi Street, Taraz, Kazakhstan"
288,Kanat Dzhakishev,INDIVIDUAL,+7 (778) 847-62-84,kanat.dzhakishev338@gmail.com,"197 Abai Avenue, Petropavl, Kazakhstan"
289,Nurlan Baimukhanov,INDIVIDUAL,+7 (714) 550-68-84,nurlan.baimukhanov413@yandex.kz,"81 Masanchi Street, Aktau, Kazakhstan"
290,Zarina Yermekbayev,INDIVIDUAL,+7 (761) 815-63-53,zarina.yermekbayev517@outlook.com,"59 Furmanov Street, Aktobe, Kazakhstan"
291,Madina Serikbayev,INDIVIDUAL,+7 (726) 375-90-66,madina.serikbayev427@yahoo.com,"163 Satpayev Street, Shymkent, Kazakhstan"
292,Zhanar Dzhakishev,INDIVIDUAL,+7 (775) 950-41-91,zhanar.dzhakishev478@gmail.com,"126 Zhibek Zholy, Pavlodar, Kazakhstan"
293,Elmira Mambetalin,INDIVIDUAL,+7 (763) 620-10-61,elmira.mambetalin164@yandex.kz,"83 Satpayev Street, Kostanay, Kazakhstan"
294,Aliya Abdirov,INDIVIDUAL,+7 (716) 696-35-91,aliya.abdirov247@mail.ru,"67 Dostyk Avenue, Kostanay, Kazakhstan"
295,Marlen Nurpeisov,INDIVIDUAL,+7 (770) 626-10-15,marlen.nurpeisov311@yandex.kz,"169 Abai Avenue, Kostanay, Kazakhstan"
296,Aidar Mambetalin,INDIVIDUAL,+7 (740) 219-73-40,aidar.mambetalin540@outlook.com,"26 Rozybakiev Street, Astana, Kazakhstan"
297,Zarina Ismailov,INDIVIDUAL,+7 (786) 776-75-45,zarina.ismailov269@mail.ru,"115 Zhibek Zholy, Aktobe, Kazakhstan"
298,Kamila Nurpeisov,INDIVIDUAL,+7 (735) 449-60-26,kamila.nurpeisov596@gmail.com,"66 Zhibek Zholy, Karaganda, Kazakhstan"
299,Asel Aliyev,INDIVIDUAL,+7 (775) 366-17-71,asel.aliyev622@yandex.kz,"143 Zhibek Zholy, Kyzylorda, Kazakhstan"
300,Aliya Zhakenov,INDIVIDUAL,+7 (740) 928-82-13,aliya.zhakenov503@outlook.com,"49 Tole Bi Street, Almaty, Kazakhstan"
301,Rauan Zhakenov,INDIVIDUAL,+7 (738) 351-84-69,rauan.zhakenov159@gmail.com,"146 Tole Bi Street, Aktau, Kazakhstan"
302,Saule Yermekbayev,INDIVIDUAL,+7 (734) 897-84-98,saule.yermekbayev989@mail.ru,"66 Kabanbai Batyr Avenue, Shymkent, Kazakhstan"
303,Aidar Zhumabekov,INDIVIDUAL,+7 (763) 980-18-67,aidar.zhumabekov168@outlook.com,"44 Dostyk Avenue, Kostanay, Kazakhstan"
304,Zarina Ismailov,INDIVIDUAL,+7 (761) 331-14-78,zarina.ismailov427@yandex.kz,"140 Masanchi Street, Pavlodar, Kazakhstan"
305,Baurzhan Suleimenov,INDIVIDUAL,+7 (738) 798-63-78,baurzhan.suleimenov867@yandex.kz,"126 Furmanov Street, Almaty, Kazakhstan"
306,Zhanna Serikbayev,INDIVIDUAL,+7 (783) 848-77-74,zhanna.serikbayev64@yahoo.com,"9 Rozybakiev Street, Oskemen, Kazakhstan"
307,Medet Kadyrov,INDIVIDUAL,+7 (711) 308-64-61,medet.kadyrov183@yandex.kz,"47 Furmanov Street, Shymkent, Kazakhstan"
308,Madina Mambetalin,INDIVIDUAL,+7 (785) 176-71-78,madina.mambetalin460@gmail.com,"27 Nazarbayev Street, Atyrau, Kazakhstan"
309,Aigul Kadyrov,INDIVIDUAL,+7 (774) 437-69-11,aigul.kadyrov861@yahoo.com,"50 Nazarbayev Street, Shymkent, Kazakhstan"
310,Venera Baimukhanov,INDIVIDUAL,+7 (757) 985-30-89,venera.baimukhanov103@gmail.com,"83 Tole Bi Street, Kostanay, Kazakhstan"
311,Kanat Dzhakishev,INDIVIDUAL,+7 (710) 794-90-41,kanat.dzhakishev902@outlook.com,"19 Zhibek Zholy, Kyzylorda, Kazakhstan"
312,Nurlan Zhakenov,INDIVIDUAL,+7 (740) 388-49-36,nurlan.zhakenov109@outlook.com,"100 Furmanov Street, Atyrau, Kazakhstan"
313,Marlen Tolegenov,INDIVIDUAL,+7 (763) 807-49-25,marlen.tolegenov185@yahoo.com,"187 Rozybakiev Street, Aktau, Kazakhstan"
314,Gulnara Dzhakishev,INDIVIDUAL,+7 (786) 605-53-80,gulnara.dzhakishev155@gmail.com,"158 Kabanbai Batyr Avenue, Petropavl, Kazakhstan"
315,Gulnara Esenov,INDIVIDUAL,+7 (786) 289-58-54,gulnara.esenov363@yandex.kz,"73 Zhibek Zholy, Aktau, Kazakhstan"
316,Oksana Suleimenov,INDIVIDUAL,+7 (772) 603-32-13,oksana.suleimenov66@yandex.kz,"61 Satpayev Street, Kyzylorda, Kazakhstan"
317,Kairat Zhumabekov,INDIVIDUAL,+7 (726) 194-55-35,kairat.zhumabekov869@gmail.com,"13 Kabanbai Batyr Avenue, Karaganda, Kazakhstan"
318,Venera Dauletov,INDIVIDUAL,+7 (712) 509-76-32,venera.dauletov451@yandex.kz,"64 Nazarbayev Street, Aktobe, Kazakhstan"
319,Yerbol Serikbayev,INDIVIDUAL,+7 (788) 422-56-57,yerbol.serikbayev518@gmail.com,"182 Abai Avenue, Petropavl, Kazakhstan"
320,Kairat Zhakenov,INDIVIDUAL,+7 (726) 122-94-61,kairat.zhakenov532@gmail.com,"161 Tole Bi Street, Karaganda, Kazakhstan"
321,Yerbol Mambetalin,INDIVIDUAL,+7 (781) 844-37-96,yerbol.mambetalin708@yandex.kz,"116 Furmanov Street, Oskemen, Kazakhstan"
322,Saule Kairatov,INDIVIDUAL,+7 (734) 500-43-89,saule.kairatov99@yahoo.com,"12 Nazarbayev Street, Pavlodar, Kazakhstan"
323,Aliya Mambetalin,INDIVIDUAL,+7 (720) 789-64-62,aliya.mambetalin696@outlook.com,"54 Kabanbai Batyr Avenue, Petropavl, Kazakhstan"
324,Gaukhar Zhumabekov,INDIVIDUAL,+7 (761) 862-64-65,gaukhar.zhumabekov797@yandex.kz,"55 Nazarbayev Street, Pavlodar, Kazakhstan"
325,Venera Ismailov,INDIVIDUAL,+7 (754) 986-66-43,venera.ismailov383@yandex.kz,"125 Kabanbai Batyr Avenue, Pavlodar, Kazakhstan"
326,Kamila Zhumabekov,INDIVIDUAL,+7 (754) 819-38-91,kamila.zhumabekov714@gmail.com,"75 Dostyk Avenue, Taraz, Kazakhstan"
327,Arman Mambetalin,INDIVIDUAL,+7 (751) 511-78-76,arman.mambetalin980@outlook.com,"4 Tole Bi Street, Petropavl, Kazakhstan"
328,Saule Abdirov,INDIVIDUAL,+7 (760) 745-95-48,saule.abdirov257@yandex.kz,"191 Satpayev Street, Almaty, Kazakhstan"
329,Aidar Dauletov,INDIVIDUAL,+7 (741) 765-22-30,aidar.dauletov575@outlook.com,"103 Kabanbai Batyr Avenue, Almaty, Kazakhstan"
330,Dias Ismailov,INDIVIDUAL,+7 (744) 249-16-84,dias.ismailov487@mail.ru,"165 Rozybakiev Street, Taraz, Kazakhstan"
331,Marat Zhumabekov,INDIVIDUAL,+7 (751) 775-60-21,marat.zhumabekov395@gmail.com,"127 Masanchi Street, Pavlodar, Kazakhstan"
332,Kanat Esenov,INDIVIDUAL,+7 (746) 548-17-22,kanat.esenov353@yahoo.com,"140 Zhibek Zholy, Aktobe, Kazakhstan"
333,Kamila Tuleshov,INDIVIDUAL,+7 (735) 472-58-40,kamila.tuleshov230@outlook.com,"166 Kabanbai Batyr Avenue, Shymkent, Kazakhstan"
334,Dinara Zhakenov,INDIVIDUAL,+7 (756) 712-66-56,dinara.zhakenov589@gmail.com,"80 Nazarbayev Street, Astana, Kazakhstan"
335,Kanat Kadyrov,INDIVIDUAL,+7 (764) 331-33-62,kanat.kadyrov952@yahoo.com,"151 Rozybakiev Street, Atyrau, Kazakhstan"
336,Togzhan Nurgaliyev,INDIVIDUAL,+7 (745) 958-76-82,togzhan.nurgaliyev665@gmail.com,"18 Masanchi Street, Aktau, Kazakhstan"
337,Saltanat Nurgaliyev,INDIVIDUAL,+7 (752) 457-27-79,saltanat.nurgaliyev237@yahoo.com,"125 Satpayev Street, Atyrau, Kazakhstan"
338,Alibek Dauletov,INDIVIDUAL,+7 (762) 667-45-38,alibek.dauletov719@yahoo.com,"61 Furmanov Street, Taraz, Kazakhstan"
339,Yerbol Zhumabekov,INDIVIDUAL,+7 (743) 462-47-45,yerbol.zhumabekov265@outlook.com,"156 Nazarbayev Street, Karaganda, Kazakhstan"
340,Togzhan Aliyev,INDIVIDUAL,+7 (787) 178-47-67,togzhan.aliyev377@mail.ru,"51 Rozybakiev Street, Taraz, Kazakhstan"
341,Sultan Tolegenov,INDIVIDUAL,+7 (717) 682-10-86,sultan.tolegenov534@gmail.com,"193 Nazarbayev Street, Petropavl, Kazakhstan"
342,Nurlan Abdirov,INDIVIDUAL,+7 (715) 546-72-45,nurlan.abdirov783@yahoo.com,"129 Masanchi Street, Taraz, Kazakhstan"
343,Daniyar Omarov,INDIVIDUAL,+7 (768) 809-28-71,daniyar.omarov249@yandex.kz,"19 Nazarbayev Street, Taraz, Kazakhstan"
344,Saule Omarov,INDIVIDUAL,+7 (781) 949-27-76,saule.omarov985@mail.ru,"187 Nazarbayev Street, Petropavl, Kazakhstan"
345,Medet Tuleshov,INDIVIDUAL,+7 (770) 411-91-16,medet.tuleshov944@gmail.com,"17 Rozybakiev Street, Almaty, Kazakhstan"
346,Kamila Ospanov,INDIVIDUAL,+7 (758) 431-57-92,kamila.ospanov751@yahoo.com,"46 Abai Avenue, Aktobe, Kazakhstan"
