expense_id,project_id,staff_id,amount,expense_date,category,description
1025,125,45,1621826,2024-08-18,Printing,Educational materials
1026,199,356,1794852,2022-12-01,Printing,Training material duplication
1027,253,358,1775354,2020-09-10,Supplies,Packaging materials
1028,241,262,355653,2021-06-14,Printing,Information booklet
1029,110,46,1412157,2022-08-08,Supplies,Event supplies
1030,119,167,1861813,2021-02-21,Printing,Brochure printing
1031,99,101,1620616,2022-11-28,Printing,Forms and documentation
1032,237,37,1553204,2021-02-01,Printing,Awareness campaign materials
1033,106,354,1884713,2021-03-22,Printing,Brochure printing
1034,156,37,712744,2020-12-03,Food,Event dinner costs
1035,171,183,997088,2023-08-08,Food,Meal provisions for volunteers
1036,168,393,1494380,2024-02-23,Food,Nutrition program purchases
1037,271,323,802340,2021-12-04,Transport,Vehicle maintenance
1038,78,325,933925,2020-10-26,Printing,Newsletter printing
1039,29,22,860142,2024-11-24,Equipment,Laboratory equipment
1040,43,365,1625951,2022-08-24,Printing,Brochure printing
1041,28,6,675751,2023-05-21,Equipment,Medical equipment
1042,128,13,882477,2020-04-08,Food,Meeting refreshments
1043,226,323,1796052,2024-10-17,Printing,Newsletter printing
1044,285,275,1504278,2020-07-24,Supplies,Office supplies
1045,284,367,280804,2020-08-07,Printing,Awareness campaign materials
1046,202,283,584726,2023-06-23,Food,Catering for event
1047,203,260,1223346,2020-10-10,Transport,Staff per diem
1048,67,365,957867,2024-05-16,Printing,Certificate printing
1049,208,330,504761,2024-07-01,Printing,Banner production
1050,87,96,1766153,2024-02-21,Food,Training session catering
1051,150,132,394908,2021-08-24,Supplies,Cleaning supplies
1052,149,55,151007,2022-10-14,Transport,Equipment delivery
1053,63,347,1363547,2024-08-03,Food,Emergency food relief
1054,153,214,1342962,2020-04-04,Transport,Staff per diem
1055,38,153,1803237,2021-05-17,Equipment,Tools and machinery
1056,101,374,121323,2023-11-03,Supplies,Cleaning supplies
1057,40,228,977373,2020-11-17,Supplies,Event supplies
1058,220,321,1941438,2022-11-12,Supplies,Cleaning supplies
1059,32,348,368789,2021-02-15,Supplies,Workshop materials
1060,75,214,1203496,2022-12-12,Equipment,Photography equipment
1061,225,349,1205760,2021-07-24,Food,Food distribution supplies
1062,129,81,106697,2021-07-24,Transport,Public transport for beneficiaries
1063,30,106,794364,2023-03-22,Transport,Staff per diem
1064,248,313,81064,2023-11-23,Printing,Information booklet
1065,5,253,438542,2024-11-16,Supplies,Registration materials
1066,281,262,1195816,2022-07-16,Food,Emergency food relief
1067,126,81,738661,2022-06-09,Printing,Information booklet
1068,213,300,1920750,2024-07-03,Printing,Brochure printing
1069,185,346,1502711,2020-04-04,Printing,Report printing
1070,21,356,18377,2020-10-18,Equipment,Computer equipment
1071,253,316,349239,2023-05-02,Supplies,First aid kit
1072,283,72,1593073,2023-11-06,Transport,Field visit transportation
1073,265,252,1950048,2020-03-05,Supplies,Cleaning supplies
1074,87,261,456524,2022-07-05,Printing,Brochure printing
1075,210,102,101179,2021-10-15,Printing,Brochure printing
1076,71,209,924504,2024-02-18,Equipment,Photography equipment
1077,213,130,298983,2022-05-13,Equipment,Office furniture
1078,9,178,144837,2023-05-12,Equipment,Laboratory equipment
1079,277,367,1028553,2022-04-14,Transport,Volunteer transportation
1080,94,65,1414663,2020-02-08,Printing,Banner production
1081,256,390,1786337,2020-06-24,Equipment,Computer equipment
1082,239,220,1007845,2024-12-09,Food,Meeting refreshments
1083,152,53,1891369,2020-10-26,Printing,Forms and documentation
1084,98,69,460022,2021-07-14,Equipment,AV equipment rental
1085,139,42,1033569,2023-06-07,Supplies,Educational supplies
1086,43,207,1721265,2024-07-16,Supplies,Packaging materials
1087,187,190,465847,2024-10-18,Transport,Equipment delivery
1088,172,132,1613912,2021-12-01,Printing,Certificate printing
1089,131,229,1702529,2024-11-13,Transport,Staff travel expenses
1090,226,236,1357155,2024-08-01,Supplies,Educational supplies
1091,237,321,1837261,2020-04-16,Printing,Information booklet
1092,145,251,19013,2020-01-19,Transport,Logistics and shipping
1093,166,399,357147,2024-03-17,Transport,Vehicle fuel costs
1094,249,177,762396,2021-08-08,Transport,Vehicle fuel costs
1095,228,118,855767,2021-12-09,Equipment,Safety equipment
1096,27,363,481798,2022-03-01,Supplies,Packaging materials
1097,148,137,198860,2022-11-27,Supplies,Office supplies
1098,67,345,1362142,2022-05-16,Equipment,Tools and machinery
1099,78,133,1133027,2020-10-02,Transport,Equipment delivery
1100,210,337,1285222,2021-03-12,Transport,Vehicle maintenance
1101,167,4,1684982,2024-01-06,Transport,Equipment delivery
1102,295,307,358440,2022-01-01,Equipment,Communication devices
1103,290,201,684257,2020-02-28,Equipment,Laboratory equipment
1104,124,155,1408086,2020-02-06,Supplies,Program supplies
1105,170,242,591806,2024-01-15,Equipment,Medical equipment
1106,280,214,843868,2022-03-09,Food,Meal provisions for volunteers
1107,166,329,252676,2020-04-02,Food,Event dinner costs
1108,162,368,572309,2023-11-22,Printing,Certificate printing
1109,39,42,429852,2022-02-07,Equipment,Tools and machinery
1110,87,34,1843414,2022-09-03,Equipment,Photography equipment
1111,289,137,1959669,2024-03-16,Transport,Vehicle fuel costs
1112,295,337,948832,2021-01-11,Equipment,Medical equipment
1113,51,383,1097400,2022-08-25,Food,Food distribution supplies
1114,152,146,925688,2022-03-15,Transport,Staff per diem
1115,270,299,931898,2024-08-18,Equipment,Medical equipment
1116,278,111,1737776,2024-04-23,Transport,Transportation for outreach
1117,228,132,291816,2024-10-13,Supplies,First aid kit
1118,54,378,158590,2023-07-26,Transport,Staff travel expenses
1119,49,361,1019262,2020-09-13,Equipment,Communication devices
1120,152,360,455798,2023-04-04,Food,Training session catering
1121,57,189,559072,2023-03-25,Transport,Volunteer transportation
1122,46,214,341283,2020-02-18,Equipment,Sports equipment
1123,192,265,591635,2022-07-23,Supplies,Educational supplies
1124,35,162,573576,2024-09-25,Equipment,Communication devices
1125,258,153,352613,2022-07-26,Equipment,Safety equipment
1126,165,335,821843,2023-01-01,Supplies,Cleaning supplies
1127,255,108,1889977,2022-03-16,Printing,Information booklet
1128,216,291,1507545,2021-05-20,Food,Training session catering
1129,151,7,1257194,2022-12-27,Printing,Newsletter printing
1130,99,21,654488,2021-09-23,Food,Food distribution supplies
1131,31,366,1868828,2020-05-25,Equipment,Tools and machinery
1132,196,125,1407112,2024-07-18,Printing,Information booklet
1133,130,202,8405,2024-03-28,Printing,Training material duplication
1134,283,297,1778061,2023-09-01,Equipment,Tools and machinery
1135,272,136,1864438,2024-09-20,Supplies,Office supplies
1136,240,297,1492190,2023-11-28,Transport,Vehicle maintenance
1137,185,77,516148,2022-06-18,Printing,Educational materials
1138,231,278,1262275,2020-08-13,Food,Meal provisions for volunteers
1139,128,339,1064447,2021-10-21,Printing,Newsletter printing
1140,164,230,1809129,2024-06-14,Supplies,Medical supplies
1141,110,280,1896004,2021-05-27,Transport,Vehicle maintenance
1142,78,309,1439667,2020-05-28,Supplies,Packaging materials
1143,234,239,1690648,2021-10-19,Food,Food distribution supplies
1144,61,372,1538862,2020-04-05,Equipment,Safety equipment
1145,199,232,852285,2021-05-25,Food,Meal provisions for volunteers
1146,76,368,1289431,2024-03-11,Equipment,Communication devices
1147,127,99,1223525,2022-08-24,Food,Participant snacks
1148,31,357,679543,2021-03-20,Food,Event dinner costs
1149,171,123,329543,2020-03-08,Printing,Banner production
1150,276,110,1206917,2023-04-11,Transport,Staff travel expenses
1151,226,295,424581,2022-04-08,Printing,Report printing
1152,80,203,20476,2024-12-12,Food,Emergency food relief
1153,6,357,26639,2023-10-18,Transport,Vehicle fuel costs
1154,42,292,1588361,2022-01-14,Supplies,Medical supplies
1155,72,303,1366910,2024-11-05,Supplies,First aid kit
1156,27,91,1453059,2020-05-28,Supplies,Medical supplies
1157,17,29,1999561,2021-03-14,Food,Meeting refreshments
1158,246,76,1137873,2020-01-10,Printing,Training material duplication
1159,12,227,400245,2021-07-10,Transport,Field visit transportation
1160,155,234,1049679,2024-09-18,Equipment,Safety equipment
1161,81,192,1242058,2020-08-08,Transport,Logistics and shipping
1162,67,23,602891,2023-01-07,Printing,Forms and documentation
1163,243,259,1017382,2023-10-18,Supplies,Educational supplies
1164,211,297,1342284,2022-12-20,Equipment,Computer equipment
1165,93,324,1972482,2023-09-01,Equipment,Safety equipment
1166,284,110,231376,2024-10-05,Transport,Logistics and shipping
1167,48,248,593054,2024-06-13,Transport,Logistics and shipping
1168,294,128,384430,2020-05-14,Supplies,Workshop materials
1169,291,395,515022,2023-11-02,Equipment,Communication devices
1170,59,281,16953,2020-10-12,Equipment,Safety equipment
1171,110,143,94770,2024-08-09,Supplies,First aid kit
1172,10,144,125496,2021-10-23,Supplies,Program supplies
1173,186,155,1021658,2023-04-24,Food,Food distribution supplies
1174,248,387,504399,2023-01-21,Food,Event dinner costs
1175,276,176,1350588,2023-04-28,Supplies,Medical supplies
1176,223,393,1091767,2021-03-13,Food,Event dinner costs
1177,71,51,530251,2021-03-19,Equipment,Sports equipment
1178,77,195,986825,2023-05-22,Equipment,Office furniture
1179,254,128,490747,2021-12-26,Food,Meal provisions for volunteers
1180,85,142,1526369,2021-07-24,Transport,Field visit transportation
1181,223,330,86688,2021-02-15,Equipment,Medical equipment
1182,224,21,462446,2023-01-16,Food,Refreshments for workshop
1183,248,394,203792,2022-03-06,Food,Emergency food relief
1184,287,375,384088,2024-11-09,Food,Training session catering
1185,119,156,814664,2022-10-24,Transport,Staff per diem
1186,249,201,1524821,2020-11-07,Supplies,Packaging materials
1187,133,70,346547,2022-12-07,Supplies,Program supplies
1188,71,161,135534,2024-08-20,Supplies,Workshop materials
1189,127,125,489184,2023-10-09,Transport,Logistics and shipping
1190,237,191,1755689,2024-07-28,Printing,Report printing
1191,33,323,1887819,2023-06-11,Transport,Transportation for outreach
1192,130,130,1740340,2020-11-05,Equipment,Computer equipment
1193,290,331,1326501,2020-04-13,Printing,Information booklet
1194,201,105,577934,2021-05-20,Printing,Certificate printing
1195,1,215,427249,2020-11-06,Equipment,Communication devices
1196,21,55,1405044,2023-10-05,Supplies,Medical supplies
1197,246,223,1180220,2023-05-24,Supplies,Office supplies
1198,183,189,1247901,2024-10-21,Printing,Training material duplication
1199,22,256,243547,2020-09-21,Equipment,Office furniture
1200,11,356,1323267,2020-11-22,Supplies,First aid kit
1201,92,331,1280803,2020-05-09,Food,Meal provisions for volunteers
1202,12,335,961279,2023-04-12,Transport,Vehicle maintenance
1203,212,259,1452404,2020-08-13,Transport,Public transport for beneficiaries
1204,42,149,429545,2024-11-11,Transport,Public transport for beneficiaries
1205,40,287,1990122,2022-02-06,Equipment,AV equipment rental
1206,181,358,1308966,2021-04-09,Supplies,Event supplies
1207,169,128,1729669,2022-12-16,Equipment,Medical equipment
1208,170,190,1830000,2021-04-13,Supplies,Cleaning supplies
1209,57,170,1997666,2024-06-04,Printing,Information booklet
1210,109,161,1901614,2020-01-24,Printing,Training material duplication
1211,40,130,279046,2024-01-19,Equipment,Sports equipment
1212,275,317,922828,2024-04-23,Supplies,Event supplies
1213,123,122,876558,2020-01-27,Equipment,Computer equipment
1214,141,281,1115969,2024-02-20,Equipment,Tools and machinery
1215,235,108,1124449,2020-12-17,Supplies,Workshop materials
1216,29,378,477212,2024-07-13,Transport,Logistics and shipping
1217,174,50,745062,2024-07-02,Equipment,Tools and machinery
1218,288,211,1052016,2021-09-12,Printing,Forms and documentation
1219,136,304,262000,2020-04-21,Printing,Forms and documentation
1220,150,179,1811237,2024-05-27,Printing,Training material duplication
1221,254,387,1907038,2020-07-09,Equipment,Safety equipment
1222,21,86,1594776,2021-11-01,Food,Refreshments for workshop
1223,26,32,1962202,2023-05-13,Printing,Certificate printing
1224,73,359,1660151,2020-11-05,Supplies,Program supplies
1225,17,213,859869,2023-03-13,Transport,Public transport for beneficiaries
1226,99,227,1637474,2021-03-01,Supplies,Cleaning supplies
1227,6,315,783335,2020-11-09,Food,Refreshments for workshop
1228,294,354,556819,2020-04-12,Food,Emergency food relief
1229,41,165,1001472,2024-08-23,Printing,Newsletter printing
1230,97,261,574400,2020-10-06,Printing,Banner production
1231,12,315,1313188,2021-05-12,Equipment,Laboratory equipment
1232,96,183,603111,2021-06-02,Transport,Vehicle maintenance
1233,67,259,1514937,2024-01-08,Equipment,Communication devices
1234,176,131,145225,2024-09-16,Equipment,Laboratory equipment
1235,198,201,668393,2022-02-04,Supplies,Office supplies
1236,233,220,139287,2024-12-02,Printing,Awareness campaign materials
1237,155,235,704194,2022-02-20,Equipment,Photography equipment
1238,47,225,769269,2020-04-27,Printing,Forms and documentation
1239,23,224,1810826,2024-02-08,Printing,Newsletter printing
1240,99,362,62972,2021-07-02,Supplies,Registration materials
1241,115,284,1931225,2023-07-20,Printing,Forms and documentation
1242,16,92,906116,2024-07-07,Equipment,Laboratory equipment
1243,149,241,1292206,2020-09-19,Supplies,Program supplies
1244,272,385,794657,2022-12-17,Supplies,Registration materials
1245,258,289,1256110,2020-11-01,Supplies,Program supplies
1246,158,278,1511353,2020-03-16,Food,Participant snacks
1247,56,70,488713,2022-01-07,Food,Food distribution supplies
1248,49,46,123178,2020-12-06,Printing,Certificate printing
1249,55,289,1951461,2022-01-15,Equipment,Laboratory equipment
1250,280,178,173086,2020-08-14,Equipment,Computer equipment
1251,37,84,971945,2024-05-03,Supplies,First aid kit
1252,126,3,122345,2022-01-25,Food,Meal provisions for volunteers
1253,157,314,839842,2022-07-06,Equipment,Laboratory equipment
1254,300,230,1968281,2023-09-04,Transport,Staff per diem
1255,180,142,711541,2023-07-03,Printing,Educational materials
1256,31,47,716348,2024-09-05,Supplies,First aid kit
1257,226,75,624351,2021-10-08,Food,Refreshments for workshop
1258,271,247,1135551,2020-04-22,Food,Food distribution supplies
1259,158,45,811736,2022-09-07,Transport,Staff travel expenses
1260,35,287,1708333,2020-01-11,Supplies,Office supplies
1261,298,13,1031649,2020-06-11,Transport,Vehicle maintenance
1262,181,88,380116,2022-03-23,Printing,Banner production
1263,179,237,702877,2024-11-06,Food,Catering for event
1264,69,68,541487,2023-05-24,Food,Catering for event
1265,49,228,446557,2023-10-08,Printing,Educational materials
1266,239,56,94001,2022-11-08,Printing,Awareness campaign materials
1267,300,134,1272485,2021-12-21,Printing,Forms and documentation
1268,11,20,1188190,2024-03-27,Food,Food distribution supplies
1269,62,144,577294,2024-03-06,Transport,Transportation for outreach
1270,289,316,476274,2020-06-07,Equipment,Photography equipment
1271,300,69,1382200,2024-03-27,Transport,Transportation for outreach
1272,85,309,322119,2021-11-24,Transport,Logistics and shipping
1273,290,240,1515678,2023-05-01,Transport,Public transport for beneficiaries
1274,70,84,344233,2021-08-01,Equipment,Sports equipment
1275,81,73,1708407,2023-09-27,Transport,Logistics and shipping
1276,174,243,525362,2022-01-01,Printing,Awareness campaign materials
1277,292,378,355322,2021-11-10,Equipment,Photography equipment
1278,153,226,652002,2020-06-10,Food,Event dinner costs
1279,296,198,1718063,2024-09-03,Supplies,First aid kit
1280,112,271,1419030,2023-12-13,Printing,Brochure printing
1281,180,317,437085,2024-12-15,Equipment,Computer equipment
1282,240,153,222060,2021-05-15,Transport,Staff per diem
1283,176,158,1184884,2020-08-11,Food,Meal provisions for volunteers
1284,21,194,1872753,2022-03-25,Equipment,AV equipment rental
1285,286,331,1502748,2021-01-10,Printing,Banner production
1286,76,113,502774,2024-08-01,Food,Emergency food relief
1287,286,78,1834452,2021-04-14,Food,Event dinner costs
1288,42,47,107697,2022-07-25,Transport,Staff per diem
1289,189,178,620355,2020-11-25,Food,Emergency food relief
1290,177,275,1013505,2023-10-25,Equipment,Safety equipment
1291,49,137,382776,2022-12-27,Supplies,Registration materials
1292,217,141,730687,2024-11-18,Supplies,Educational supplies
1293,230,264,907287,2024-09-16,Equipment,Computer equipment
1294,89,258,250943,2020-06-22,Food,Food distribution supplies
1295,178,325,629544,2022-09-24,Food,Training session catering
1296,201,379,1271017,2021-12-13,Equipment,Office furniture
1297,241,11,393601,2020-12-02,Transport,Staff travel expenses
1298,209,269,796617,2024-12-11,Supplies,Packaging materials
1299,169,303,1281444,2021-10-03,Transport,Transportation for outreach
1300,123,394,1451195,2020-08-13,Transport,Logistics and shipping
1301,199,386,764431,2021-02-06,Transport,Vehicle maintenance
1302,280,283,794020,2022-10-04,Equipment,Tools and machinery
1303,234,245,1817449,2020-12-06,Transport,Field visit transportation
1304,234,253,1152665,2021-01-28,Transport,Vehicle maintenance
1305,114,84,1356604,2020-06-11,Equipment,Photography equipment
1306,229,257,429790,2022-12-28,Food,Food distribution supplies
1307,85,117,459750,2024-01-14,Printing,Brochure printing
1308,297,70,734139,2024-10-12,Transport,Equipment delivery
1309,123,96,1209475,2024-09-15,Printing,Awareness campaign materials
1310,116,330,1067121,2023-01-13,Supplies,Office supplies
1311,251,6,115661,2020-01-06,Food,Event dinner costs
1312,206,62,1107111,2020-07-14,Equipment,Tools and machinery
1313,270,132,1371905,2020-01-06,Food,Emergency food relief
1314,134,60,77070,2024-10-21,Food,Event dinner costs
1315,87,34,1145000,2022-07-09,Transport,Transportation for outreach
1316,221,234,221511,2024-12-05,Food,Participant snacks
1317,67,165,1097614,2020-12-06,Transport,Logistics and shipping
1318,97,156,1714896,2022-02-14,Supplies,Packaging materials
1319,169,273,790900,2023-08-22,Transport,Field visit transportation
1320,28,54,1890300,2020-06-15,Food,Training session catering
1321,51,35,1370402,2022-07-18,Supplies,First aid kit
1322,137,181,990340,2024-07-03,Printing,Information booklet
1323,275,355,599839,2020-05-09,Printing,Information booklet
1324,268,353,688117,2020-12-20,Printing,Educational materials
1325,166,248,1198436,2022-11-09,Equipment,Medical equipment
1326,259,235,721548,2020-05-13,Equipment,Safety equipment
1327,234,67,1068865,2022-10-27,Transport,Transportation for outreach
1328,74,203,1502797,2023-03-22,Supplies,Program supplies
1329,180,282,843233,2024-03-08,Supplies,Cleaning supplies
1330,277,254,558328,2022-12-15,Supplies,Educational supplies
1331,53,163,849643,2021-03-16,Supplies,First aid kit
1332,71,41,1592536,2022-08-18,Supplies,Cleaning supplies
1333,132,134,1056687,2022-09-05,Printing,Forms and documentation
1334,182,374,1439747,2022-01-14,Supplies,Medical supplies
1335,48,113,173354,2022-01-05,Supplies,Program supplies
1336,168,276,1240716,2021-09-19,Equipment,Office furniture
1337,80,349,137766,2024-07-28,Food,Emergency food relief
1338,294,25,1995569,2021-08-19,Printing,Educational materials
1339,19,201,819073,2020-11-11,Printing,Report printing
1340,34,351,527812,2021-05-12,Transport,Logistics and shipping
1341,150,53,1064158,2020-11-04,Printing,Information booklet
1342,229,228,1506691,2021-11-24,Supplies,Educational supplies
1343,181,390,236449,2022-02-04,Transport,Volunteer transportation
1344,220,138,562129,2023-04-04,Printing,Information booklet
1345,300,47,591686,2023-10-24,Supplies,Event supplies
1346,149,86,610777,2020-09-13,Equipment,Medical equipment
1347,76,175,514914,2021-08-23,Food,Food distribution supplies
1348,277,65,1195498,2021-04-27,Equipment,Laboratory equipment
1349,148,96,210098,2021-10-12,Food,Event dinner costs
1350,147,326,1356972,2023-02-14,Equipment,Communication devices
1351,200,261,1216134,2024-12-12,Equipment,Laboratory equipment
1352,96,381,427349,2024-11-03,Supplies,First aid kit
1353,117,17,377080,2023-10-15,Equipment,Tools and machinery
1354,67,354,775087,2021-12-20,Transport,Equipment delivery
1355,1,70,461380,2024-01-21,Printing,Brochure printing
1356,268,373,882606,2022-09-24,Equipment,Communication devices
1357,284,41,764949,2024-12-10,Printing,Training material duplication
1358,234,192,1337773,2021-04-20,Transport,Public transport for beneficiaries
1359,9,319,1719872,2024-04-23,Printing,Brochure printing
1360,125,37,1395648,2023-06-16,Transport,Equipment delivery
1361,41,361,1412617,2021-04-06,Equipment,Photography equipment
1362,63,91,1207947,2021-01-18,Equipment,Photography equipment
1363,79,200,398000,2023-03-10,Printing,Report printing
1364,160,361,259216,2024-08-06,Transport,Equipment delivery
1365,37,167,772191,2022-05-12,Equipment,Tools and machinery
1366,17,400,1595291,2021-08-19,Food,Training session catering
1367,36,216,1353810,2020-08-18,Printing,Newsletter printing
1368,19,252,1818892,2024-08-07,Supplies,Packaging materials
1369,244,394,51104,2021-08-19,Supplies,Registration materials
1370,11,335,1919201,2024-02-11,Printing,Certificate printing
1371,70,57,312509,2021-05-16,Printing,Certificate printing
1372,26,387,29744,2022-06-06,Printing,Report printing
1373,72,208,173004,2023-08-19,Supplies,Medical supplies
1374,130,198,354013,2023-05-17,Food,Refreshments for workshop
1375,97,91,1993661,2020-07-26,Transport,Transportation for outreach
1376,288,187,1625109,2024-04-14,Food,Nutrition program purchases
1377,171,389,1213985,2023-08-28,Transport,Transportation for outreach
1378,137,23,625496,2020-12-14,Printing,Certificate printing
1379,13,283,1035666,2020-08-18,Food,Event dinner costs
1380,35,193,1715405,2021-08-12,Transport,Staff travel expenses
1381,106,123,1444805,2020-01-17,Equipment,AV equipment rental
1382,178,366,809418,2022-02-28,Supplies,Educational supplies
1383,245,166,1265309,2024-06-21,Printing,Report printing
1384,174,123,1155519,2024-10-23,Supplies,Program supplies
1385,148,27,1557601,2020-09-17,Equipment,Medical equipment
1386,170,365,127560,2022-02-05,Supplies,Educational supplies
1387,27,64,1541706,2023-04-09,Supplies,Office supplies
1388,240,265,310253,2023-09-16,Printing,Information booklet
1389,225,316,1056124,2023-02-05,Printing,Banner production
1390,99,307,12437,2020-06-19,Supplies,Packaging materials
1391,192,224,239545,2024-09-06,Equipment,Tools and machinery
1392,82,290,692423,2024-12-22,Equipment,Computer equipment
1393,88,364,1166933,2023-02-14,Food,Training session catering
1394,52,139,1420435,2023-06-23,Transport,Public transport for beneficiaries
1395,130,377,1398674,2024-03-14,Food,Participant snacks
1396,70,313,1956018,2024-10-02,Food,Meal provisions for volunteers
1397,208,362,1067188,2021-01-17,Transport,Public transport for beneficiaries
1398,154,271,1657581,2022-06-15,Supplies,Medical supplies
1399,218,277,241836,2022-12-14,Food,Refreshments for workshop
1400,297,163,829942,2024-06-21,Transport,Vehicle maintenance
1401,240,220,1847088,2023-06-10,Equipment,Safety equipment
1402,56,173,370290,2021-09-17,Printing,Forms and documentation
1403,196,52,263123,2021-09-08,Printing,Certificate printing
1404,144,375,1778543,2022-08-27,Printing,Certificate printing
1405,46,58,304030,2022-12-07,Printing,Newsletter printing
1406,170,321,1407549,2022-11-25,Supplies,Educational supplies
1407,64,151,1900934,2023-01-03,Food,Participant snacks
1408,38,7,1051281,2023-12-27,Printing,Newsletter printing
1409,181,340,1902244,2021-01-11,Transport,Logistics and shipping
1410,281,302,499822,2022-11-23,Printing,Report printing
1411,115,256,174503,2020-02-04,Supplies,Workshop materials
1412,53,218,1926929,2020-01-07,Equipment,Photography equipment
1413,7,258,200767,2020-10-09,Supplies,Packaging materials
1414,211,61,949281,2022-10-14,Equipment,Tools and machinery
1415,201,5,402990,2024-08-21,Printing,Banner production
1416,174,92,103394,2021-03-11,Supplies,Cleaning supplies
1417,112,96,1818899,2021-11-02,Transport,Staff per diem
1418,45,243,1345926,2021-06-24,Printing,Forms and documentation
1419,190,67,53598,2020-12-22,Printing,Educational materials
1420,67,113,1130021,2020-01-03,Equipment,Photography equipment
1421,72,101,886491,2020-04-11,Printing,Brochure printing
1422,48,229,873948,2020-01-04,Equipment,AV equipment rental
1423,257,298,539054,2022-11-22,Printing,Training material duplication
1424,148,77,350465,2020-03-24,Printing,Awareness campaign materials
1425,225,25,509194,2023-08-25,Transport,Equipment delivery
1426,134,173,1629113,2021-02-09,Transport,Equipment delivery
1427,166,378,1127122,2020-05-03,Transport,Logistics and shipping
1428,175,207,198948,2021-12-21,Printing,Newsletter printing
1429,213,129,1287103,2023-07-05,Printing,Report printing
1430,259,371,543566,2021-10-25,Food,Emergency food relief
1431,213,219,90410,2024-02-24,Food,Training session catering
1432,187,183,826915,2022-10-28,Food,Food distribution supplies
1433,93,157,1251011,2021-02-28,Supplies,Educational supplies
1434,209,199,1968464,2020-10-17,Equipment,Photography equipment
1435,97,86,1614693,2022-12-24,Transport,Vehicle fuel costs
1436,207,397,860656,2023-08-10,Food,Event dinner costs
1437,105,53,19474,2020-06-17,Transport,Transportation for outreach
1438,227,371,427756,2024-08-02,Supplies,Packaging materials
1439,115,141,900001,2022-03-24,Equipment,Tools and machinery
1440,122,78,472347,2024-07-08,Printing,Report printing
1441,15,42,1722316,2024-05-09,Transport,Equipment delivery
1442,92,206,1361427,2021-10-03,Food,Catering for event
1443,134,139,938689,2022-01-11,Food,Nutrition program purchases
1444,213,183,498492,2021-02-16,Equipment,Laboratory equipment
1445,161,329,1952143,2021-06-17,Printing,Newsletter printing
1446,23,343,1400021,2020-05-05,Supplies,Medical supplies
1447,256,51,856000,2022-06-17,Printing,Brochure printing
1448,184,289,323370,2023-08-25,Printing,Information booklet
1449,25,316,130960,2022-09-26,Supplies,Workshop materials
1450,32,108,428678,2023-10-09,Printing,Awareness campaign materials
1451,54,62,744143,2021-06-14,Equipment,Office furniture
1452,268,239,454344,2020-11-26,Supplies,Program supplies
1453,272,37,451091,2020-09-19,Supplies,Event supplies
1454,82,350,1926932,2021-04-18,Transport,Staff travel expenses
1455,217,352,327815,2020-11-10,Equipment,Tools and machinery
1456,146,350,213961,2023-06-09,Printing,Awareness campaign materials
1457,255,58,1225961,2022-12-21,Printing,Training material duplication
1458,197,105,625476,2021-12-07,Supplies,Cleaning supplies
1459,203,189,1134234,2020-06-25,Supplies,Medical supplies
1460,136,61,436081,2023-11-14,Food,Nutrition program purchases
1461,34,224,1594102,2020-01-26,Food,Participant snacks
1462,206,124,429347,2022-07-20,Food,Emergency food relief
1463,99,306,1836660,2020-10-24,Printing,Report printing
1464,268,179,330117,2022-04-14,Food,Catering for event
1465,141,55,480076,2020-06-13,Equipment,Laboratory equipment
1466,35,164,949713,2024-10-11,Printing,Educational materials
1467,287,188,1652278,2023-02-17,Printing,Awareness campaign materials
1468,253,5,466075,2021-10-19,Printing,Certificate printing
1469,159,356,1740950,2024-03-17,Equipment,Computer equipment
1470,100,7,312248,2022-05-15,Supplies,Program supplies
1471,101,274,776370,2022-03-20,Equipment,Computer equipment
1472,118,40,1519197,2022-02-04,Transport,Transportation for outreach
1473,184,228,815146,2020-03-17,Food,Event dinner costs
1474,242,289,866452,2023-06-12,Transport,Vehicle fuel costs
1475,131,191,1219540,2022-10-19,Supplies,Event supplies
1476,105,224,1662098,2021-10-01,Food,Refreshments for workshop
1477,274,395,114425,2020-05-16,Food,Training session catering
1478,88,131,129718,2023-05-17,Transport,Equipment delivery
1479,79,32,992446,2023-05-23,Supplies,Registration materials
1480,20,332,1257961,2023-12-16,Printing,Brochure printing
1481,118,174,357426,2023-01-14,Equipment,Computer equipment
1482,251,322,196260,2021-03-04,Equipment,Office furniture
1483,113,57,1066787,2023-08-01,Transport,Vehicle maintenance
1484,66,110,946854,2021-04-17,Supplies,Program supplies
1485,107,68,477614,2021-04-28,Transport,Equipment delivery
1486,203,37,304145,2024-07-06,Supplies,Cleaning supplies
1487,212,50,137097,2020-02-22,Printing,Newsletter printing
1488,139,173,185917,2020-06-28,Supplies,Medical supplies
1489,121,367,596534,2023-10-12,Supplies,Event supplies
1490,250,290,693264,2024-06-12,Equipment,Office furniture
1491,125,146,1103616,2021-08-27,Printing,Brochure printing
1492,67,33,1348795,2023-02-23,Printing,Newsletter printing
1493,147,335,245178,2023-06-08,Equipment,Communication devices
1494,110,240,117801,2022-01-12,Printing,Banner production
1495,33,313,778354,2022-09-24,Transport,Vehicle maintenance
1496,249,32,100858,2023-09-17,Food,Food distribution supplies
1497,252,290,1163807,2020-12-24,Supplies,Packaging materials
1498,240,144,1247404,2020-05-12,Food,Emergency food relief
1499,139,368,883612,2021-01-07,Printing,Report printing
1500,88,112,1162529,2022-07-06,Equipment,Tools and machinery
