ev_id,event_id,volunteer_id,participation_status,hours_volunteered
17702,1346,590,ATTENDED,10
17703,961,226,REGISTERED,0
17704,351,2793,ATTENDED,12
17705,1208,1911,ATTENDED,4
17706,2132,1303,ATTENDED,1
17707,3201,514,REGISTERED,0
17708,1248,1742,ABSENT,0
17709,3026,1860,REGISTERED,0
17710,3162,2221,ATTENDED,7
17711,289,643,ATTENDED,11
17712,2604,1733,ABSENT,0
17713,678,2849,REGISTERED,0
17714,982,561,REGISTERED,0
17715,104,2449,REGISTERED,0
17716,196,2502,ABSENT,0
17717,2965,484,ATTENDED,6
17718,822,1094,ATTENDED,5
17719,2984,2788,REGISTERED,0
17720,774,2286,REGISTERED,0
17721,1410,1806,REGISTERED,0
17722,3073,427,ATTENDED,10
17723,2612,1557,REGISTERED,0
17724,860,467,REGISTERED,0
17725,3822,2290,ABSENT,0
17726,857,803,ABSENT,0
17727,1591,1337,ABSENT,0
17728,2637,2506,ABSENT,0
17729,3257,2291,REGISTERED,0
17730,1155,2074,REGISTERED,0
17731,2450,138,REGISTERED,0
17732,751,526,ABSENT,0
17733,2087,2370,ABSENT,0
17734,3107,2316,REGISTERED,0
17735,1338,1234,REGISTERED,0
17736,3049,2671,ABSENT,0
17737,3930,1295,ABSENT,0
17738,389,2291,REGISTERED,0
17739,908,1779,ABSENT,0
17740,1476,2010,ATTENDED,8
17741,2470,1743,REGISTERED,0
17742,1401,195,ABSENT,0
17743,1443,2081,REGISTERED,0
17744,2306,1277,ATTENDED,7
17745,3305,355,ATTENDED,9
17746,2511,1580,ATTENDED,3
17747,2387,2147,ABSENT,0
17748,2873,2326,REGISTERED,0
17749,1446,1802,ATTENDED,9
17750,1466,675,ABSENT,0
17751,3996,2562,ATTENDED,11
17752,1951,1450,ABSENT,0
17753,3486,1244,ATTENDED,9
17754,531,2689,ABSENT,0
17755,1833,399,REGISTERED,0
17756,1632,1342,ABSENT,0
17757,2534,2906,ABSENT,0
17758,2701,1643,ATTENDED,5
17759,3794,2993,ATTENDED,9
17760,2687,2091,ABSENT,0
17761,3764,2735,REGISTERED,0
17762,707,2557,ABSENT,0
17763,443,2124,REGISTERED,0
17764,2309,1007,REGISTERED,0
17765,783,1637,ABSENT,0
17766,1572,2056,ABSENT,0
17767,1706,17,REGISTERED,0
17768,939,2120,ATTENDED,8
17769,727,747,ATTENDED,5
17770,2147,2801,REGISTERED,0
17771,2060,1565,ATTENDED,9
17772,2989,511,ATTENDED,8
17773,1901,383,ATTENDED,7
17774,2942,2751,ATTENDED,8
17775,3260,1750,ATTENDED,10
17776,3890,867,ABSENT,0
17777,1794,773,ABSENT,0
17778,1717,1102,ABSENT,0
17779,2074,1342,ABSENT,0
17780,3310,2340,ABSENT,0
17781,3577,1070,ATTENDED,11
17782,3993,2811,ABSENT,0
17783,1532,1003,REGISTERED,0
17784,1558,2318,ABSENT,0
17785,3023,2072,REGISTERED,0
17786,1609,165,REGISTERED,0
17787,3287,1883,REGISTERED,0
17788,997,1559,ABSENT,0
17789,3637,2988,REGISTERED,0
17790,3740,1885,ATTENDED,7
17791,2256,2392,REGISTERED,0
17792,2584,2107,REGISTERED,0
17793,1781,2368,ATTENDED,1
17794,1935,2904,ATTENDED,11
17795,3000,1935,REGISTERED,0
17796,3481,1876,ABSENT,0
17797,2295,2730,ATTENDED,4
17798,1892,1657,ABSENT,0
17799,3675,539,ABSENT,0
17800,1393,1889,REGISTERED,0
17801,226,503,ATTENDED,7
17802,1251,963,ABSENT,0
17803,392,2739,ABSENT,0
17804,2568,139,ABSENT,0
17805,87,2524,ATTENDED,11
17806,2425,1529,ABSENT,0
17807,1478,1439,REGISTERED,0
17808,3080,2921,REGISTERED,0
17809,3922,668,ABSENT,0
17810,139,60,REGISTERED,0
17811,248,39,ATTENDED,2
17812,3870,2374,ABSENT,0
17813,1227,1285,ATTENDED,3
17814,1332,666,ABSENT,0
17815,615,2920,ABSENT,0
17816,890,32,ATTENDED,3
17817,3700,2524,ABSENT,0
17818,1347,2002,ABSENT,0
17819,2615,926,ABSENT,0
17820,1028,1664,REGISTERED,0
17821,728,1254,ATTENDED,10
17822,2685,2019,ABSENT,0
17823,2702,806,ABSENT,0
17824,2369,1365,ABSENT,0
17825,1769,2168,ATTENDED,1
17826,3410,1924,ABSENT,0
17827,2637,805,ABSENT,0
17828,3450,1067,REGISTERED,0
17829,3375,1013,REGISTERED,0
17830,3874,2816,ABSENT,0
17831,1291,1862,ATTENDED,8
17832,3967,2492,ATTENDED,4
17833,3934,2524,ATTENDED,3
17834,3511,2586,REGISTERED,0
17835,2995,1711,ABSENT,0
17836,573,620,ATTENDED,7
17837,602,906,ABSENT,0
17838,2807,2798,ATTENDED,2
17839,1686,1544,REGISTERED,0
17840,1596,1522,REGISTERED,0
17841,2627,2904,ATTENDED,12
17842,2544,2298,ATTENDED,4
17843,1349,2742,ABSENT,0
17844,151,1427,ATTENDED,7
17845,2262,2737,ATTENDED,11
17846,2101,549,ATTENDED,10
17847,631,2708,ATTENDED,1
17848,2905,47,ATTENDED,5
17849,1333,648,ATTENDED,6
17850,663,2073,REGISTERED,0
17851,3573,2231,REGISTERED,0
17852,40,1513,REGISTERED,0
17853,2387,2023,ABSENT,0
17854,278,1801,REGISTERED,0
17855,3061,2842,REGISTERED,0
17856,2557,819,REGISTERED,0
17857,1196,17,ABSENT,0
17858,71,2949,ABSENT,0
17859,869,422,REGISTERED,0
17860,3215,269,ATTENDED,6
17861,3027,1578,REGISTERED,0
17862,321,2703,REGISTERED,0
17863,3802,2959,ATTENDED,2
17864,3082,2230,ABSENT,0
17865,1493,674,ABSENT,0
17866,917,318,ABSENT,0
17867,2042,888,ATTENDED,5
17868,1155,431,ABSENT,0
17869,183,1989,REGISTERED,0
17870,3817,920,ATTENDED,7
17871,1295,1515,ATTENDED,11
17872,3963,1497,ATTENDED,12
17873,2246,983,ATTENDED,4
17874,1547,1402,REGISTERED,0
17875,3686,1020,ATTENDED,1
17876,462,708,ABSENT,0
17877,91,407,ABSENT,0
17878,418,258,ATTENDED,1
17879,2767,1272,ABSENT,0
17880,1368,2378,ATTENDED,1
17881,2161,2602,REGISTERED,0
17882,1749,2505,ATTENDED,9
17883,3920,147,REGISTERED,0
17884,835,1609,ABSENT,0
17885,3120,2242,ABSENT,0
17886,2456,585,ABSENT,0
17887,3988,255,ABSENT,0
17888,2722,58,ABSENT,0
17889,2856,231,REGISTERED,0
17890,589,758,ATTENDED,9
17891,2570,2675,ABSENT,0
17892,1852,2104,REGISTERED,0
17893,1005,896,ATTENDED,2
17894,1204,932,ATTENDED,10
17895,2852,155,REGISTERED,0
17896,619,1458,REGISTERED,0
17897,1278,404,REGISTERED,0
17898,2976,2095,REGISTERED,0
17899,3581,2248,REGISTERED,0
17900,657,1809,REGISTERED,0
17901,2914,1866,ATTENDED,10
17902,3462,1439,ABSENT,0
17903,330,1179,ATTENDED,9
17904,2937,665,ATTENDED,11
17905,2845,1305,REGISTERED,0
17906,3275,673,ABSENT,0
17907,2174,2071,ATTENDED,2
17908,1960,949,ABSENT,0
17909,1446,1501,REGISTERED,0
17910,3829,912,ABSENT,0
17911,2374,2861,ABSENT,0
17912,2851,1224,REGISTERED,0
17913,2490,1153,ATTENDED,1
17914,1809,1345,REGISTERED,0
17915,250,2163,REGISTERED,0
17916,2162,741,ATTENDED,1
17917,2012,161,REGISTERED,0
17918,1533,1062,REGISTERED,0
17919,143,409,REGISTERED,0
17920,2235,2933,REGISTERED,0
17921,1868,660,REGISTERED,0
17922,1044,2739,REGISTERED,0
17923,3289,268,ABSENT,0
17924,2170,45,ATTENDED,7
17925,880,163,ATTENDED,8
17926,1602,114,ATTENDED,3
17927,3272,2750,ATTENDED,5
17928,2381,568,REGISTERED,0
17929,474,2153,ABSENT,0
17930,2708,2465,ATTENDED,7
17931,1703,2520,ABSENT,0
17932,427,2541,ATTENDED,9
17933,2039,784,ABSENT,0
17934,3726,923,ABSENT,0
17935,2545,482,ABSENT,0
17936,3150,1920,ATTENDED,7
17937,3001,2688,ATTENDED,2
17938,1436,2970,REGISTERED,0
17939,3947,661,ABSENT,0
17940,3166,2516,REGISTERED,0
17941,3623,1005,REGISTERED,0
17942,1555,1315,ABSENT,0
17943,3980,978,ATTENDED,12
17944,2519,1023,ATTENDED,9
17945,2892,2011,ABSENT,0
17946,498,2069,REGISTERED,0
17947,3097,2148,REGISTERED,0
17948,993,1257,ABSENT,0
17949,601,2066,ABSENT,0
17950,818,2315,REGISTERED,0
17951,245,2703,REGISTERED,0
17952,3972,1510,ABSENT,0
17953,1651,2510,REGISTERED,0
17954,2357,2481,ABSENT,0
17955,1909,1448,ATTENDED,12
17956,2992,1894,REGISTERED,0
17957,2702,907,REGISTERED,0
17958,2036,2953,ATTENDED,12
17959,1621,806,ABSENT,0
17960,2583,856,ABSENT,0
17961,1546,901,REGISTERED,0
17962,3598,1599,ATTENDED,12
17963,3037,2575,ABSENT,0
17964,3156,246,ABSENT,0
17965,1934,281,ABSENT,0
17966,1575,335,ATTENDED,10
17967,3156,245,ABSENT,0
17968,527,284,ABSENT,0
17969,35,114,ATTENDED,2
17970,3199,406,ATTENDED,2
17971,1346,92,ABSENT,0
17972,2683,921,ABSENT,0
17973,83,568,REGISTERED,0
17974,2114,769,ATTENDED,11
17975,3612,560,REGISTERED,0
17976,1600,1749,ATTENDED,11
17977,3173,2099,ATTENDED,1
17978,1124,604,ABSENT,0
17979,2135,2646,REGISTERED,0
17980,2732,1244,REGISTERED,0
17981,2758,1382,ABSENT,0
17982,294,2231,REGISTERED,0
17983,3326,1542,ATTENDED,3
17984,2636,2510,REGISTERED,0
17985,2087,718,REGISTERED,0
17986,269,2475,ATTENDED,1
17987,1936,1888,REGISTERED,0
17988,1049,1427,ABSENT,0
17989,3283,1342,ATTENDED,4
17990,2851,2806,ATTENDED,8
17991,1878,398,ATTENDED,6
17992,2205,1157,ATTENDED,7
17993,2369,2280,REGISTERED,0
17994,2404,663,ABSENT,0
17995,908,2867,ABSENT,0
17996,592,2242,ATTENDED,9
17997,1320,1986,REGISTERED,0
17998,1134,355,ABSENT,0
17999,3753,2469,ABSENT,0
18000,1545,2872,ATTENDED,2
18001,3930,1211,ATTENDED,8
18002,3961,1505,ABSENT,0
18003,1840,1209,ABSENT,0
18004,3482,2652,ABSENT,0
18005,1647,940,REGISTERED,0
18006,2648,1200,ATTENDED,12
18007,2371,2108,ABSENT,0
18008,2626,1817,REGISTERED,0
18009,2448,2641,ABSENT,0
18010,3517,484,ATTENDED,7
18011,1381,2573,ATTENDED,1
18012,3967,2317,ABSENT,0
18013,2341,2812,ABSENT,0
18014,3898,2522,ABSENT,0
18015,1725,710,REGISTERED,0
18016,3605,289,REGISTERED,0
18017,2916,2647,REGISTERED,0
18018,816,2315,REGISTERED,0
18019,1215,2931,ABSENT,0
18020,1929,996,ATTENDED,3
18021,853,2154,ATTENDED,3
18022,3702,1545,ABSENT,0
18023,2032,1679,ABSENT,0
18024,3097,1000,ATTENDED,6
18025,195,1357,ABSENT,0
18026,682,1,ATTENDED,9
18027,2205,1211,ABSENT,0
18028,247,1358,REGISTERED,0
18029,3218,1544,ATTENDED,10
18030,2487,1322,ATTENDED,4
18031,1512,1328,REGISTERED,0
18032,1703,1522,ATTENDED,8
18033,2024,483,ATTENDED,1
18034,59,1943,ATTENDED,4
18035,2439,993,REGISTERED,0
18036,3514,1576,ABSENT,0
18037,2253,696,ATTENDED,10
18038,3585,2723,REGISTERED,0
18039,2792,2502,ABSENT,0
18040,1326,2817,ABSENT,0
18041,976,1490,REGISTERED,0
18042,3921,1899,ATTENDED,7
18043,1944,1688,REGISTERED,0
18044,769,2809,REGISTERED,0
18045,3827,702,ATTENDED,9
18046,3686,298,ATTENDED,9
18047,3118,231,REGISTERED,0
18048,1708,990,ATTENDED,5
18049,2304,1535,REGISTERED,0
18050,3054,919,ATTENDED,6
18051,1284,1169,REGISTERED,0
18052,1291,735,ABSENT,0
18053,1549,181,ABSENT,0
18054,2317,928,REGISTERED,0
18055,1868,2393,ABSENT,0
18056,575,2384,ABSENT,0
18057,3590,2714,ABSENT,0
18058,1766,1110,ATTENDED,2
18059,2203,60,ABSENT,0
18060,2919,1406,ATTENDED,11
18061,2021,1975,REGISTERED,0
18062,2416,812,ABSENT,0
18063,2701,1701,ATTENDED,4
18064,1731,2861,REGISTERED,0
18065,3790,2217,REGISTERED,0
18066,1718,1396,ATTENDED,8
18067,3593,1506,ATTENDED,3
18068,740,2642,ABSENT,0
18069,701,2669,ATTENDED,11
18070,2384,2018,REGISTERED,0
18071,894,551,REGISTERED,0
18072,419,1602,ATTENDED,7
18073,621,1796,ABSENT,0
18074,854,853,ABSENT,0
18075,3168,68,ATTENDED,4
18076,3985,77,REGISTERED,0
18077,3581,2971,ABSENT,0
18078,3686,2586,ATTENDED,8
18079,170,261,ABSENT,0
18080,482,2320,ABSENT,0
18081,238,627,REGISTERED,0
18082,85,2873,ATTENDED,3
18083,702,2666,ATTENDED,9
18084,2950,262,ABSENT,0
18085,2414,300,ATTENDED,4
18086,3984,288,ATTENDED,7
18087,2956,1535,ABSENT,0
18088,996,2654,ATTENDED,7
18089,1891,1139,REGISTERED,0
18090,3412,968,ABSENT,0
18091,1311,2394,ABSENT,0
18092,3252,1079,ATTENDED,12
18093,2059,1599,REGISTERED,0
18094,3038,839,ATTENDED,1
18095,1441,1898,ABSENT,0
18096,81,1478,REGISTERED,0
18097,992,565,REGISTERED,0
18098,244,526,ABSENT,0
18099,1099,1285,ABSENT,0
18100,2060,2150,ATTENDED,2
18101,1331,2327,REGISTERED,0
18102,3872,2140,ATTENDED,9
18103,3885,2318,REGISTERED,0
18104,974,2743,ATTENDED,2
18105,1961,2688,REGISTERED,0
18106,881,949,ABSENT,0
18107,3372,1962,ABSENT,0
18108,3706,846,ABSENT,0
18109,2539,1338,ATTENDED,8
18110,1142,802,ATTENDED,9
18111,1492,634,REGISTERED,0
18112,969,850,REGISTERED,0
18113,995,1366,ABSENT,0
18114,2187,800,ABSENT,0
18115,3226,2964,ATTENDED,11
18116,1295,2066,ATTENDED,6
18117,2593,1173,REGISTERED,0
18118,784,1447,ABSENT,0
18119,1915,1977,REGISTERED,0
18120,1982,2534,REGISTERED,0
18121,199,1078,ATTENDED,6
18122,468,1318,ABSENT,0
18123,3395,295,ABSENT,0
18124,374,974,ABSENT,0
18125,302,1808,ATTENDED,7
18126,3947,238,ATTENDED,5
18127,3185,2255,ABSENT,0
18128,1218,2084,ABSENT,0
18129,151,1912,ABSENT,0
18130,455,1253,ABSENT,0
18131,1840,10,ABSENT,0
18132,430,415,REGISTERED,0
18133,2978,711,REGISTERED,0
18134,2409,1254,REGISTERED,0
18135,3860,2201,ATTENDED,2
18136,3906,2292,ABSENT,0
18137,2411,1214,ATTENDED,11
18138,2424,1402,ATTENDED,7
18139,2815,2358,ATTENDED,11
18140,22,1548,ABSENT,0
18141,3025,2070,REGISTERED,0
18142,2891,2875,ABSENT,0
18143,3213,2967,ABSENT,0
18144,2744,2673,ABSENT,0
18145,3521,1039,REGISTERED,0
18146,2307,254,ABSENT,0
18147,2744,1581,REGISTERED,0
18148,1385,2795,ABSENT,0
18149,2741,1538,ATTENDED,5
18150,3984,1306,ABSENT,0
18151,3868,1754,REGISTERED,0
18152,1361,2199,ATTENDED,10
18153,1695,2986,ATTENDED,12
18154,2643,2417,ABSENT,0
18155,3414,590,REGISTERED,0
18156,2465,302,ATTENDED,1
18157,2017,2330,REGISTERED,0
18158,1649,1221,ABSENT,0
18159,2485,876,REGISTERED,0
18160,840,2990,ABSENT,0
18161,3875,1552,REGISTERED,0
18162,670,1577,ATTENDED,6
18163,3842,1009,ATTENDED,1
18164,2314,1444,ABSENT,0
18165,2597,2978,ABSENT,0
18166,104,1070,REGISTERED,0
18167,556,2780,ABSENT,0
18168,968,1806,REGISTERED,0
18169,3573,1794,ATTENDED,12
18170,1964,1716,REGISTERED,0
18171,1047,167,ATTENDED,6
18172,3238,1706,ATTENDED,4
18173,2731,875,REGISTERED,0
18174,1563,2793,REGISTERED,0
18175,726,500,ABSENT,0
18176,3427,1162,ABSENT,0
18177,3406,214,REGISTERED,0
18178,2957,1664,ATTENDED,9
18179,1493,2537,ATTENDED,5
18180,1935,652,ABSENT,0
18181,3943,2522,ABSENT,0
18182,712,684,ABSENT,0
18183,1299,749,ABSENT,0
18184,2543,1142,ATTENDED,3
18185,2628,2076,ATTENDED,6
18186,632,2489,ATTENDED,7
18187,522,2582,ATTENDED,9
18188,374,1766,REGISTERED,0
18189,306,712,REGISTERED,0
18190,2391,2362,ATTENDED,4
18191,567,81,ATTENDED,6
18192,1359,1099,ATTENDED,10
18193,3096,1349,ATTENDED,12
18194,3078,1995,ATTENDED,6
18195,2786,2395,ATTENDED,8
18196,2120,1594,ABSENT,0
18197,2890,1343,ATTENDED,3
18198,1760,1833,ABSENT,0
18199,1825,1439,ABSENT,0
18200,2962,1822,ABSENT,0
18201,1665,669,ABSENT,0
18202,1539,1699,ATTENDED,6
18203,2897,800,ATTENDED,6
18204,28,1999,REGISTERED,0
18205,2006,567,REGISTERED,0
18206,3850,3000,ABSENT,0
18207,115,1563,REGISTERED,0
18208,2201,104,REGISTERED,0
18209,3913,619,ATTENDED,4
18210,3685,2785,ATTENDED,3
18211,463,404,ABSENT,0
18212,3465,2056,ABSENT,0
18213,3958,1510,ATTENDED,5
18214,805,595,ABSENT,0
18215,3969,810,REGISTERED,0
18216,2125,2735,ABSENT,0
18217,3179,253,ABSENT,0
18218,787,1350,ABSENT,0
18219,3417,451,ATTENDED,1
18220,3697,380,REGISTERED,0
18221,767,1877,ABSENT,0
18222,678,1849,ATTENDED,2
18223,1613,1609,ATTENDED,11
18224,2854,2383,ABSENT,0
18225,3596,1865,ATTENDED,6
18226,1718,104,REGISTERED,0
18227,401,1441,REGISTERED,0
18228,754,2433,ABSENT,0
18229,837,1998,ATTENDED,11
18230,2763,2907,REGISTERED,0
18231,2449,892,ABSENT,0
18232,2935,2711,ATTENDED,9
18233,3029,2045,REGISTERED,0
18234,2801,2691,ABSENT,0
18235,2393,1871,REGISTERED,0
18236,2066,1235,ABSENT,0
18237,300,2863,REGISTERED,0
18238,1957,1572,ATTENDED,5
18239,3208,379,ABSENT,0
18240,224,2615,ATTENDED,11
18241,1521,2313,ABSENT,0
18242,3695,983,ATTENDED,11
18243,2394,1313,ATTENDED,9
18244,1464,314,REGISTERED,0
18245,1729,2713,REGISTERED,0
18246,96,1819,ATTENDED,4
18247,400,2529,ATTENDED,5
18248,1716,568,ABSENT,0
18249,2219,130,REGISTERED,0
18250,293,2495,ABSENT,0
18251,2540,2364,ATTENDED,5
18252,3834,2280,ATTENDED,6
18253,2912,1797,ATTENDED,8
18254,1099,38,ATTENDED,10
18255,3828,1413,REGISTERED,0
18256,3251,1704,REGISTERED,0
18257,1918,361,REGISTERED,0
18258,1927,515,ABSENT,0
18259,2631,999,ABSENT,0
18260,242,2946,REGISTERED,0
18261,98,1855,REGISTERED,0
18262,1129,908,REGISTERED,0
18263,206,1350,REGISTERED,0
18264,313,601,ATTENDED,6
18265,417,2253,ABSENT,0
18266,741,101,ABSENT,0
18267,2137,2461,ABSENT,0
18268,2545,27,REGISTERED,0
18269,290,1907,ATTENDED,4
18270,2085,1122,ATTENDED,12
18271,346,2817,REGISTERED,0
18272,251,642,ATTENDED,10
18273,3512,597,ABSENT,0
18274,2178,1787,ABSENT,0
18275,3386,2292,ABSENT,0
18276,2629,2557,REGISTERED,0
18277,3231,714,ATTENDED,9
18278,208,1103,ABSENT,0
18279,2871,1148,REGISTERED,0
18280,2726,2639,ABSENT,0
18281,3001,135,ABSENT,0
18282,1576,294,REGISTERED,0
18283,2553,2937,REGISTERED,0
18284,3510,1994,ABSENT,0
18285,3335,144,ABSENT,0
18286,3609,2224,ATTENDED,11
18287,997,2176,REGISTERED,0
18288,140,573,ATTENDED,5
18289,689,2167,REGISTERED,0
18290,339,1434,ATTENDED,10
18291,3553,282,ABSENT,0
18292,1441,750,REGISTERED,0
18293,3751,2749,ABSENT,0
18294,1786,663,ATTENDED,5
18295,1131,1585,ABSENT,0
18296,3127,1885,REGISTERED,0
18297,3052,626,REGISTERED,0
18298,1219,2287,ABSENT,0
18299,711,2610,ABSENT,0
18300,3793,1990,REGISTERED,0
18301,3853,1760,ATTENDED,8
18302,2688,226,ATTENDED,3
18303,2057,844,ABSENT,0
18304,3132,2847,ABSENT,0
18305,751,732,ATTENDED,11
18306,3428,1207,REGISTERED,0
18307,388,2309,REGISTERED,0
18308,2222,2151,ABSENT,0
18309,3128,1447,ABSENT,0
18310,1735,1688,ABSENT,0
18311,725,2109,ABSENT,0
18312,2331,556,ATTENDED,11
18313,896,1179,ATTENDED,10
18314,344,2187,REGISTERED,0
18315,3115,518,ATTENDED,4
18316,1678,136,ATTENDED,2
18317,3027,1547,ABSENT,0
18318,224,2217,ABSENT,0
18319,2485,558,REGISTERED,0
18320,698,724,ABSENT,0
18321,3685,2149,ATTENDED,10
18322,1439,921,ABSENT,0
18323,679,478,ATTENDED,8
18324,3803,1389,ABSENT,0
18325,491,2145,ATTENDED,1
18326,3342,227,ABSENT,0
18327,627,2042,REGISTERED,0
18328,1499,201,REGISTERED,0
18329,3593,872,REGISTERED,0
18330,1861,2392,ATTENDED,12
18331,1968,2557,ABSENT,0
18332,2594,268,REGISTERED,0
18333,144,2725,ATTENDED,10
18334,1374,2978,ATTENDED,8
18335,2783,522,ABSENT,0
18336,1324,837,ATTENDED,5
18337,153,2757,ABSENT,0
18338,601,2647,REGISTERED,0
18339,1297,2200,REGISTERED,0
18340,1034,2401,REGISTERED,0
18341,1836,664,ATTENDED,7
18342,322,1987,ABSENT,0
18343,1152,2566,ABSENT,0
18344,3804,349,ABSENT,0
18345,3512,58,ATTENDED,8
18346,2037,1723,ATTENDED,12
18347,1351,2150,ABSENT,0
18348,3518,671,ABSENT,0
18349,505,2828,REGISTERED,0
18350,2314,2418,REGISTERED,0
18351,364,310,ABSENT,0
18352,3998,1780,ABSENT,0
18353,3367,310,REGISTERED,0
18354,3750,2953,ABSENT,0
18355,1221,2187,ATTENDED,12
18356,382,2122,ABSENT,0
18357,1837,1925,ATTENDED,10
18358,1399,814,ABSENT,0
18359,2897,917,REGISTERED,0
18360,3852,1015,REGISTERED,0
18361,3619,705,ATTENDED,8
18362,446,802,REGISTERED,0
18363,3981,480,REGISTERED,0
18364,1634,2639,REGISTERED,0
18365,2556,1025,ABSENT,0
18366,2202,2557,ABSENT,0
18367,244,2312,ABSENT,0
18368,1119,800,REGISTERED,0
18369,846,1592,ABSENT,0
18370,1946,1938,ATTENDED,1
18371,187,1666,REGISTERED,0
18372,2581,1821,ABSENT,0
18373,2351,268,ATTENDED,6
18374,394,759,ABSENT,0
18375,3810,301,ATTENDED,4
18376,2608,492,ATTENDED,1
18377,2672,134,ATTENDED,7
18378,3425,2542,ABSENT,0
18379,1396,540,REGISTERED,0
18380,2807,2149,ATTENDED,12
18381,3009,1142,REGISTERED,0
18382,2027,1075,ATTENDED,10
18383,1728,1966,REGISTERED,0
18384,3513,1177,ATTENDED,5
18385,1855,574,ABSENT,0
18386,3115,469,ATTENDED,12
18387,1150,1093,ABSENT,0
18388,2360,1963,ATTENDED,1
18389,2442,1442,REGISTERED,0
18390,3209,64,ATTENDED,12
18391,3577,2727,ATTENDED,12
18392,678,2569,REGISTERED,0
18393,90,2631,ATTENDED,11
18394,72,1594,ABSENT,0
18395,3138,751,ATTENDED,10
18396,1285,868,ATTENDED,3
18397,44,897,ATTENDED,3
18398,3405,1787,ABSENT,0
18399,3654,1207,ABSENT,0
18400,3243,2923,REGISTERED,0
18401,2478,2669,ABSENT,0
18402,3062,1854,ABSENT,0
18403,387,2658,ATTENDED,12
18404,2007,2385,REGISTERED,0
18405,2422,1485,ABSENT,0
18406,379,2251,REGISTERED,0
18407,735,2861,REGISTERED,0
18408,1611,2687,ABSENT,0
18409,2272,1498,ABSENT,0
18410,3679,2797,ATTENDED,8
18411,877,1006,ABSENT,0
18412,305,2175,ATTENDED,5
18413,1519,1361,ABSENT,0
18414,3650,45,REGISTERED,0
18415,1434,338,ATTENDED,9
18416,215,693,ATTENDED,4
18417,3913,214,REGISTERED,0
18418,1753,2526,REGISTERED,0
18419,3551,2220,ATTENDED,10
18420,2502,2363,ATTENDED,11
18421,378,2741,REGISTERED,0
18422,3512,1996,ABSENT,0
18423,3262,1933,ATTENDED,2
18424,3973,2962,ABSENT,0
18425,3441,1063,ATTENDED,12
18426,2430,2414,ATTENDED,5
18427,1877,2819,ATTENDED,7
18428,128,2292,ABSENT,0
18429,3461,1646,REGISTERED,0
18430,1199,1827,ATTENDED,8
18431,9,1198,ATTENDED,8
18432,2975,2207,REGISTERED,0
18433,2668,1384,ATTENDED,1
18434,1690,1470,ABSENT,0
18435,3889,1354,ATTENDED,1
18436,1972,1026,ATTENDED,8
18437,3797,1271,REGISTERED,0
18438,1478,2478,ABSENT,0
18439,1614,2900,ABSENT,0
18440,562,170,ATTENDED,10
18441,1596,322,REGISTERED,0
18442,646,2812,REGISTERED,0
18443,2670,1767,ATTENDED,7
18444,152,876,REGISTERED,0
18445,1454,1845,ATTENDED,5
18446,2681,2831,ATTENDED,10
18447,3555,1958,ATTENDED,12
18448,1016,2704,REGISTERED,0
18449,2724,1000,ATTENDED,4
18450,2984,2279,ABSENT,0
18451,209,1282,ABSENT,0
18452,2157,2987,ABSENT,0
18453,139,1374,ABSENT,0
18454,2152,876,ABSENT,0
18455,2031,416,REGISTERED,0
18456,443,2096,ABSENT,0
18457,3896,2212,ATTENDED,4
18458,3287,2755,ATTENDED,2
18459,1265,2700,ABSENT,0
18460,1522,1258,ABSENT,0
18461,3141,214,ATTENDED,6
18462,2129,505,REGISTERED,0
18463,2270,1364,REGISTERED,0
18464,3015,1870,REGISTERED,0
18465,2806,22,ABSENT,0
18466,161,1805,REGISTERED,0
18467,2002,1019,ATTENDED,3
18468,1310,1489,ATTENDED,3
18469,3503,2126,ATTENDED,2
18470,2668,550,REGISTERED,0
18471,1856,1817,ATTENDED,6
18472,1823,1972,ATTENDED,3
18473,3170,2970,REGISTERED,0
18474,822,841,REGISTERED,0
18475,3995,249,ATTENDED,8
18476,1542,1123,ATTENDED,8
18477,2017,1247,REGISTERED,0
18478,3172,825,REGISTERED,0
18479,2097,2273,ABSENT,0
18480,1489,2356,ATTENDED,6
18481,57,2107,ATTENDED,9
18482,2750,1523,ATTENDED,3
18483,3055,2501,ABSENT,0
18484,1011,244,REGISTERED,0
18485,1237,1937,REGISTERED,0
18486,3483,895,ABSENT,0
18487,56,436,ABSENT,0
18488,3540,363,ATTENDED,3
18489,1374,2180,ABSENT,0
18490,474,677,REGISTERED,0
18491,3906,618,REGISTERED,0
18492,1809,162,REGISTERED,0
18493,1333,2031,ATTENDED,4
18494,318,2183,REGISTERED,0
18495,2219,2961,REGISTERED,0
18496,684,444,ATTENDED,7
18497,182,2969,REGISTERED,0
18498,2916,1902,ATTENDED,2
18499,642,2651,ATTENDED,6
18500,656,2562,ABSENT,0
18501,1833,417,ABSENT,0
18502,1788,2896,REGISTERED,0
18503,2738,2163,REGISTERED,0
18504,2984,1809,REGISTERED,0
18505,3291,2996,ABSENT,0
18506,1575,56,REGISTERED,0
18507,756,332,ATTENDED,3
18508,1446,994,REGISTERED,0
18509,3747,895,ABSENT,0
18510,743,258,ABSENT,0
18511,2446,779,ATTENDED,10
18512,1623,1540,ABSENT,0
18513,1561,1003,ATTENDED,12
18514,840,1602,ABSENT,0
18515,1615,1413,ATTENDED,12
18516,2505,600,ATTENDED,11
18517,3474,663,ATTENDED,6
18518,1610,1149,ABSENT,0
18519,3199,1259,REGISTERED,0
