donation_id,donor_id,project_id,donation_date,amount,payment_method,status,donation_comment
1353,273,300,2020-11-07 02:50:33,2039506,CASH,RECEIVED,Keep up the great work!
1354,1073,266,2024-05-15 16:05:50,2964634,CARD,PENDING,Quarterly donation
1355,625,152,2020-03-23 20:26:31,1862552,CARD,REFUNDED,For clean water initiative
1356,811,27,2020-07-01 05:11:45,250090,BANK_TRANSFER,RECEIVED,Quarterly donation
1357,382,30,2020-04-01 23:10:22,2563457,CASH,RECEIVED,Supporting women's empowerment
1358,1049,196,2024-05-18 12:15:19,573909,CARD,PENDING,Tax-deductible contribution
1359,833,45,2020-07-25 13:46:11,2507289,BANK_TRANSFER,RECEIVED,Environmental conservation
1360,373,67,2021-07-28 02:58:22,982888,BANK_TRANSFER,PENDING,Youth programs support
1361,895,36,2021-09-27 04:19:05,1071465,CARD,REFUNDED,Tax-deductible contribution
1362,868,160,2024-01-03 00:04:37,475492,BANK_TRANSFER,RECEIVED,Tax-deductible contribution
1363,809,92,2022-02-17 15:39:53,874386,CARD,PENDING,Annual contribution
1364,395,215,2024-06-18 10:29:01,1242042,BANK_TRANSFER,RECEIVED,For emergency relief
1365,664,103,2021-06-10 17:07:26,1059957,CASH,PENDING,Annual contribution
1366,511,1,2023-09-08 02:16:06,2447804,CARD,REFUNDED,Keep up the great work!
1367,83,98,2020-02-15 06:04:44,859176,BANK_TRANSFER,PENDING,In memory of a loved one
1368,1027,156,2021-10-22 17:43:27,1431905,CARD,REFUNDED,In memory of a loved one
1369,552,161,2021-04-24 03:11:54,819528,BANK_TRANSFER,RECEIVED,For emergency relief
1370,127,165,2023-05-07 14:23:28,2924996,BANK_TRANSFER,REFUNDED,Quarterly donation
1371,452,29,2021-01-09 09:40:38,2212014,CARD,PENDING,For the children's program
1372,1164,234,2022-02-06 00:26:32,1110508,CARD,RECEIVED,For healthcare services
1373,70,145,2024-08-11 23:05:13,1259736,CARD,REFUNDED,In honor of International Day
1374,418,105,2021-11-22 06:48:33,492167,CARD,PENDING,In support of your excellent work
1375,1103,274,2021-08-01 00:25:36,1631861,CASH,REFUNDED,Youth programs support
1376,954,297,2021-03-27 14:57:40,1276969,CASH,PENDING,Regular monthly donation
1377,207,258,2023-12-09 20:00:51,281674,BANK_TRANSFER,PENDING,Tax-deductible contribution
1378,858,239,2023-12-15 09:19:41,2176516,CARD,REFUNDED,Youth programs support
1379,899,40,2021-04-26 16:54:17,1621638,CASH,REFUNDED,Youth programs support
1380,879,204,2020-10-20 23:47:56,1034427,CASH,REFUNDED,Matching donation program
1381,15,113,2021-03-04 17:36:02,1337518,CARD,PENDING,In support of your excellent work
1382,1193,193,2024-11-01 22:56:05,2351132,BANK_TRANSFER,PENDING,For healthcare services
1383,740,76,2021-11-15 02:24:49,2790350,BANK_TRANSFER,RECEIVED,For the children's program
1384,161,88,2021-12-10 16:28:07,2109544,CARD,PENDING,For clean water initiative
1385,547,97,2022-03-11 15:52:28,2635400,BANK_TRANSFER,PENDING,Tax-deductible contribution
1386,7,190,2021-10-18 19:50:54,325032,CARD,PENDING,Happy to support
1387,175,44,2022-03-08 05:06:57,1573118,CARD,PENDING,For healthcare services
1388,948,134,2020-03-25 21:30:16,1970935,CARD,REFUNDED,Annual contribution
1389,733,256,2023-11-01 03:12:27,2078899,BANK_TRANSFER,RECEIVED,Tax-deductible contribution
1390,403,211,2023-08-18 04:51:13,1901839,CASH,PENDING,Supporting women's empowerment
1391,969,3,2020-01-10 00:51:59,439563,CARD,REFUNDED,Youth programs support
1392,128,300,2024-10-15 21:06:00,2776164,CARD,REFUNDED,For emergency relief
1393,1059,97,2023-06-21 01:58:38,1608676,CARD,RECEIVED,Supporting community development
1394,268,139,2023-01-14 08:07:44,648872,CASH,PENDING,In support of your excellent work
1395,486,125,2020-08-19 01:06:49,2837385,CASH,RECEIVED,Supporting women's empowerment
1396,818,107,2021-03-24 16:08:18,372978,CARD,RECEIVED,For clean water initiative
1397,365,300,2020-05-06 23:16:12,2781917,BANK_TRANSFER,RECEIVED,Corporate social responsibility
1398,669,222,2024-07-03 19:29:32,1147789,BANK_TRANSFER,REFUNDED,In support of your excellent work
1399,1142,184,2021-06-28 08:31:35,1137109,CASH,PENDING,Environmental conservation
1400,324,154,2023-12-08 04:22:04,2134394,CASH,PENDING,Annual contribution
1401,36,214,2021-10-24 19:46:24,1548016,BANK_TRANSFER,REFUNDED,Happy to support
1402,86,168,2023-12-06 05:43:38,306538,CASH,RECEIVED,For the children's program
1403,554,178,2020-10-17 01:48:24,551083,BANK_TRANSFER,REFUNDED,For clean water initiative
1404,346,140,2021-01-15 23:23:09,2156116,CASH,PENDING,For healthcare services
1405,848,75,2021-07-16 16:06:05,402005,CASH,REFUNDED,Honored to contribute
1406,974,203,2021-05-23 09:28:33,2440776,CASH,REFUNDED,Environmental conservation
1407,238,205,2024-05-21 11:27:09,232092,BANK_TRANSFER,REFUNDED,Honored to contribute
1408,861,166,2020-01-26 19:43:27,619227,CARD,PENDING,For healthcare services
1409,34,124,2023-08-14 21:55:25,1065599,CASH,REFUNDED,Supporting women's empowerment
1410,943,142,2024-09-08 08:21:36,1134293,CARD,RECEIVED,Matching donation program
1411,1019,95,2021-01-02 21:52:03,683538,CASH,REFUNDED,Environmental conservation
1412,1066,50,2021-07-23 22:17:01,497368,BANK_TRANSFER,RECEIVED,For the children's program
1413,848,32,2024-04-15 15:20:28,1327341,BANK_TRANSFER,REFUNDED,In support of your excellent work
1414,662,228,2020-11-01 08:26:32,2658524,CASH,RECEIVED,Supporting women's empowerment
1415,315,218,2021-06-11 23:43:11,2536189,CASH,RECEIVED,In support of your excellent work
1416,270,122,2022-05-07 08:48:29,985529,CARD,RECEIVED,Supporting women's empowerment
1417,95,50,2022-09-03 01:17:05,2146267,BANK_TRANSFER,PENDING,Honored to contribute
1418,20,85,2024-07-09 03:07:26,2834007,CASH,RECEIVED,Regular monthly donation
1419,11,81,2024-05-13 11:13:22,2895544,CASH,PENDING,Happy to support
1420,1049,28,2021-10-09 19:19:30,1619443,CASH,RECEIVED,Corporate social responsibility
1421,257,258,2024-06-28 13:47:12,1749380,BANK_TRANSFER,RECEIVED,For clean water initiative
1422,606,237,2024-05-02 14:42:50,1199241,CASH,PENDING,Matching donation program
1423,1115,216,2022-12-19 01:06:04,1517453,CASH,PENDING,Corporate social responsibility
1424,857,81,2022-12-02 15:06:47,2026096,CARD,RECEIVED,Supporting community development
1425,1088,110,2024-05-26 21:30:09,125008,CASH,REFUNDED,Youth programs support
1426,389,133,2021-10-03 00:09:18,728799,CASH,PENDING,Regular monthly donation
1427,532,216,2024-03-14 12:44:23,2423980,BANK_TRANSFER,PENDING,Youth programs support
1428,967,258,2021-03-09 09:10:14,37936,BANK_TRANSFER,REFUNDED,In memory of a loved one
1429,587,168,2024-11-03 02:07:40,1417694,CARD,RECEIVED,Tax-deductible contribution
1430,532,265,2023-03-03 06:23:35,2659152,CASH,PENDING,Keep up the great work!
1431,1174,77,2023-06-04 05:13:35,897751,CASH,RECEIVED,Matching donation program
1432,567,300,2021-12-04 19:47:17,251035,CASH,RECEIVED,Environmental conservation
1433,27,169,2020-11-19 04:11:07,1180907,CARD,PENDING,Supporting women's empowerment
1434,466,19,2022-04-09 23:06:47,1702094,CASH,REFUNDED,For healthcare services
1435,290,56,2021-02-01 03:16:54,706773,CARD,REFUNDED,Supporting women's empowerment
1436,579,42,2020-06-14 17:46:14,1329062,CARD,REFUNDED,In support of your excellent work
1437,1000,292,2020-12-17 22:15:45,2753403,BANK_TRANSFER,REFUNDED,Supporting community development
1438,1049,54,2022-04-16 18:53:00,408810,CASH,RECEIVED,Supporting women's empowerment
1439,1054,171,2022-11-01 22:48:54,2495835,BANK_TRANSFER,RECEIVED,In support of your excellent work
1440,126,104,2020-04-25 11:17:36,2181375,CASH,RECEIVED,Youth programs support
1441,848,20,2024-06-27 12:49:53,2023921,CASH,REFUNDED,For healthcare services
1442,887,117,2024-12-11 19:16:10,1458736,CASH,PENDING,Happy to support
1443,712,202,2022-12-03 18:26:30,1065700,BANK_TRANSFER,RECEIVED,Keep up the great work!
1444,256,270,2023-12-04 02:05:54,2192456,CARD,REFUNDED,Matching donation program
1445,616,93,2021-10-10 01:03:04,2763355,CARD,PENDING,Annual contribution
1446,761,69,2023-03-09 17:33:37,2310345,BANK_TRANSFER,PENDING,For emergency relief
1447,456,253,2020-10-28 23:55:05,2889643,CASH,REFUNDED,Youth programs support
1448,519,268,2023-03-18 07:55:37,261266,CARD,PENDING,Youth programs support
1449,48,148,2024-08-14 20:51:33,2202182,BANK_TRANSFER,RECEIVED,For healthcare services
1450,611,227,2024-09-23 00:07:17,594774,CARD,REFUNDED,Keep up the great work!
1451,849,154,2021-01-28 05:52:29,832305,CARD,REFUNDED,Regular monthly donation
1452,312,214,2024-04-15 03:40:26,701533,BANK_TRANSFER,REFUNDED,Annual contribution
1453,338,254,2024-12-04 22:53:27,1635931,CARD,RECEIVED,For clean water initiative
1454,585,283,2024-02-28 06:05:15,589311,CASH,PENDING,Youth programs support
1455,882,148,2023-10-26 08:11:45,1461481,BANK_TRANSFER,RECEIVED,For the children's program
1456,1101,272,2021-02-07 13:44:03,2460464,CARD,RECEIVED,Supporting community development
1457,602,106,2023-01-06 19:47:20,2790819,CARD,REFUNDED,Happy to support
1458,389,91,2024-06-21 18:36:30,194987,CASH,RECEIVED,Supporting women's empowerment
1459,559,14,2024-02-17 18:29:20,1703453,BANK_TRANSFER,RECEIVED,Happy to support
1460,61,47,2023-09-07 14:51:19,1474206,BANK_TRANSFER,RECEIVED,Honored to contribute
1461,344,289,2024-09-04 11:01:37,148105,BANK_TRANSFER,REFUNDED,In memory of a loved one
1462,752,280,2023-04-05 01:06:03,710026,CASH,REFUNDED,Happy to support
1463,380,264,2024-03-28 07:14:38,2452809,BANK_TRANSFER,RECEIVED,Supporting women's empowerment
1464,808,292,2020-09-01 11:58:06,2385056,BANK_TRANSFER,RECEIVED,Matching donation program
1465,591,248,2020-02-03 06:43:27,1448541,CARD,PENDING,Environmental conservation
1466,958,122,2023-06-15 23:46:30,336734,CASH,PENDING,Youth programs support
1467,681,87,2024-10-14 06:52:21,195341,BANK_TRANSFER,REFUNDED,In honor of International Day
1468,692,230,2024-06-22 10:21:21,2768006,CARD,REFUNDED,Tax-deductible contribution
1469,457,217,2021-12-15 11:03:28,1156998,CASH,RECEIVED,In support of your excellent work
1470,332,12,2023-05-12 11:28:42,2350572,BANK_TRANSFER,PENDING,Youth programs support
1471,1027,62,2022-07-12 18:17:18,1840907,BANK_TRANSFER,REFUNDED,Tax-deductible contribution
1472,768,209,2024-11-12 11:23:35,370470,BANK_TRANSFER,PENDING,For healthcare services
1473,546,72,2022-04-07 21:30:52,2002746,CARD,RECEIVED,Happy to support
1474,398,285,2023-09-08 13:05:46,1539178,CARD,PENDING,Corporate social responsibility
1475,275,65,2022-11-16 16:21:53,2302478,CASH,REFUNDED,In support of your excellent work
1476,689,19,2020-12-11 13:18:40,1783519,CASH,REFUNDED,For the children's program
1477,587,95,2024-08-24 16:34:06,536845,CARD,REFUNDED,Supporting women's empowerment
1478,1177,217,2024-03-04 04:07:50,1185341,CASH,PENDING,Corporate social responsibility
1479,656,202,2020-07-11 14:49:58,1682072,CASH,REFUNDED,Regular monthly donation
1480,286,45,2023-12-05 02:38:07,502349,BANK_TRANSFER,PENDING,Honored to contribute
1481,1094,264,2020-01-13 06:32:44,1556883,CARD,PENDING,Quarterly donation
1482,671,50,2020-12-04 02:00:35,2970840,BANK_TRANSFER,PENDING,Happy to support
1483,901,289,2022-10-05 07:19:54,2949171,CARD,PENDING,Regular monthly donation
1484,289,47,2022-07-02 01:30:00,2260697,CARD,RECEIVED,For clean water initiative
1485,383,122,2023-03-26 20:19:24,1136770,CARD,RECEIVED,Matching donation program
1486,40,300,2023-02-26 12:23:20,434182,CARD,RECEIVED,Supporting community development
1487,1025,106,2021-12-22 00:20:32,1054164,BANK_TRANSFER,PENDING,Happy to support
1488,1172,195,2020-01-02 23:45:25,1962557,CASH,RECEIVED,Happy to support
1489,1171,157,2022-07-21 18:00:07,991408,CASH,PENDING,Regular monthly donation
1490,664,132,2024-11-12 11:02:20,2358456,BANK_TRANSFER,PENDING,Tax-deductible contribution
1491,821,212,2020-03-11 08:36:22,1874086,CASH,PENDING,Matching donation program
1492,151,128,2022-05-06 10:26:04,2989655,CARD,REFUNDED,Keep up the great work!
1493,328,67,2022-10-01 11:42:44,2129016,BANK_TRANSFER,RECEIVED,Supporting women's empowerment
1494,1131,299,2022-05-20 07:03:28,304265,BANK_TRANSFER,RECEIVED,Happy to support
1495,404,5,2024-06-15 13:26:39,525985,CARD,PENDING,For clean water initiative
1496,1008,224,2021-01-15 01:58:23,472298,CASH,RECEIVED,Quarterly donation
1497,1036,194,2024-04-12 06:19:18,1219008,BANK_TRANSFER,PENDING,Keep up the great work!
1498,134,91,2021-05-06 07:07:11,2811574,BANK_TRANSFER,REFUNDED,Quarterly donation
1499,605,51,2020-10-26 23:16:01,542728,CARD,RECEIVED,Environmental conservation
1500,525,272,2023-08-18 09:30:59,399905,BANK_TRANSFER,RECEIVED,Annual contribution
1501,158,93,2021-06-07 13:01:11,647017,CARD,RECEIVED,Annual contribution
1502,1163,221,2020-04-24 01:27:41,627453,CARD,REFUNDED,Annual contribution
1503,352,213,2023-07-21 04:04:18,1860316,CARD,REFUNDED,Honored to contribute
1504,859,59,2020-06-16 01:56:41,2304774,CARD,PENDING,Happy to support
1505,690,24,2023-02-24 16:34:30,1474013,BANK_TRANSFER,PENDING,Annual contribution
1506,939,125,2024-10-24 02:28:00,2874620,CARD,RECEIVED,Quarterly donation
1507,224,43,2021-04-12 21:59:44,1095037,CASH,PENDING,Supporting community development
1508,631,179,2023-05-14 13:09:56,361915,CASH,REFUNDED,Quarterly donation
1509,845,12,2022-07-13 22:09:28,1697289,CASH,RECEIVED,Quarterly donation
1510,800,15,2020-05-23 18:16:57,1297077,BANK_TRANSFER,RECEIVED,For emergency relief
1511,541,2,2021-10-12 16:55:28,999566,BANK_TRANSFER,RECEIVED,Youth programs support
1512,29,183,2021-03-20 08:57:42,580096,BANK_TRANSFER,PENDING,Annual contribution
1513,893,103,2020-09-24 15:08:19,398496,BANK_TRANSFER,REFUNDED,Corporate social responsibility
1514,1129,18,2023-03-05 19:40:04,1155899,CARD,PENDING,For emergency relief
1515,1051,213,2021-11-05 10:45:23,2123116,CARD,PENDING,Matching donation program
1516,841,220,2024-12-10 15:31:49,1154606,CASH,PENDING,Environmental conservation
1517,19,24,2020-09-12 13:26:17,2715668,BANK_TRANSFER,RECEIVED,For healthcare services
1518,24,129,2021-03-04 15:19:51,2319905,CASH,PENDING,Supporting women's empowerment
1519,702,243,2021-05-14 18:23:39,2688922,CARD,REFUNDED,Supporting community development
1520,598,49,2024-11-25 18:53:07,2929065,CASH,PENDING,Environmental conservation
1521,461,74,2020-05-07 06:34:45,964048,CARD,REFUNDED,In honor of International Day
1522,90,221,2023-03-18 12:05:33,1024762,BANK_TRANSFER,PENDING,Annual contribution
1523,527,229,2023-12-11 22:10:00,1857116,CASH,REFUNDED,For clean water initiative
1524,1081,22,2023-03-21 21:24:46,602602,CASH,REFUNDED,For healthcare services
1525,1139,296,2023-06-04 13:45:00,2509562,CARD,RECEIVED,In honor of International Day
1526,333,218,2024-08-17 01:50:21,2807653,CASH,REFUNDED,Environmental conservation
1527,927,146,2022-05-08 13:43:34,932353,CARD,PENDING,Tax-deductible contribution
1528,3,235,2022-12-06 09:08:21,704190,CASH,RECEIVED,For clean water initiative
1529,710,219,2024-03-06 04:13:46,725997,BANK_TRANSFER,RECEIVED,In honor of International Day
1530,26,37,2020-05-01 19:21:47,76430,CARD,RECEIVED,For emergency relief
1531,1164,214,2023-02-06 14:57:51,2491805,BANK_TRANSFER,RECEIVED,Matching donation program
1532,416,113,2022-04-26 18:11:14,173033,CASH,RECEIVED,For healthcare services
1533,397,17,2024-07-02 17:07:56,2826970,BANK_TRANSFER,REFUNDED,For clean water initiative
1534,741,238,2020-02-07 00:49:10,157124,CASH,PENDING,Honored to contribute
1535,515,131,2022-08-26 06:21:42,32430,CASH,REFUNDED,For emergency relief
1536,347,112,2022-05-15 04:27:06,2211222,BANK_TRANSFER,REFUNDED,For the children's program
1537,415,246,2024-02-03 05:52:33,853861,CASH,PENDING,Happy to support
1538,476,138,2024-06-14 03:00:50,1588169,BANK_TRANSFER,PENDING,For emergency relief
1539,1064,230,2021-12-27 01:48:30,146110,CASH,PENDING,Supporting women's empowerment
1540,588,92,2020-11-13 08:49:47,709232,CARD,REFUNDED,For emergency relief
1541,773,206,2023-03-25 13:49:28,2537538,CASH,RECEIVED,Annual contribution
1542,984,211,2023-07-06 05:53:41,2409208,CASH,RECEIVED,Matching donation program
1543,35,171,2022-05-26 08:57:50,2104823,CASH,RECEIVED,For emergency relief
1544,1038,262,2020-08-01 17:10:10,1093645,CARD,REFUNDED,For clean water initiative
1545,700,223,2022-08-20 08:10:52,521295,CASH,REFUNDED,Supporting women's empowerment
1546,1102,37,2020-08-13 16:28:46,1668878,BANK_TRANSFER,RECEIVED,Happy to support
1547,1054,237,2020-07-19 07:12:24,2274627,CASH,REFUNDED,For clean water initiative
1548,576,251,2022-02-17 00:14:59,1040211,BANK_TRANSFER,PENDING,Corporate social responsibility
1549,1058,241,2024-02-14 14:22:10,496084,BANK_TRANSFER,REFUNDED,For the children's program
1550,562,31,2024-11-13 12:11:37,2000492,BANK_TRANSFER,REFUNDED,Youth programs support
1551,150,191,2022-04-28 15:55:55,1724822,CARD,RECEIVED,Matching donation program
1552,286,236,2024-10-12 05:35:44,1887714,CASH,PENDING,Tax-deductible contribution
1553,434,265,2023-06-17 13:05:45,2429708,CARD,REFUNDED,Quarterly donation
1554,109,219,2022-08-16 21:25:27,2130213,BANK_TRANSFER,RECEIVED,Happy to support
1555,386,199,2024-03-24 15:33:56,2604791,CARD,PENDING,In support of your excellent work
1556,594,154,2022-09-16 10:50:56,2723672,CASH,RECEIVED,For healthcare services
1557,278,8,2021-01-12 21:36:49,1607459,CARD,RECEIVED,In honor of International Day
1558,1047,164,2023-06-11 13:33:57,2525412,CASH,REFUNDED,Quarterly donation
1559,894,27,2022-10-26 10:32:23,1480865,CASH,PENDING,In memory of a loved one
1560,522,172,2023-02-17 08:05:20,942245,BANK_TRANSFER,REFUNDED,Matching donation program
1561,201,162,2021-06-12 08:47:03,468502,CARD,REFUNDED,In support of your excellent work
1562,610,238,2021-06-03 04:46:53,2124817,BANK_TRANSFER,RECEIVED,Matching donation program
1563,1099,115,2024-04-10 20:09:00,137977,BANK_TRANSFER,RECEIVED,Matching donation program
1564,993,59,2024-07-13 17:17:05,2663860,BANK_TRANSFER,RECEIVED,In honor of International Day
1565,516,76,2023-11-06 02:02:01,432887,CARD,RECEIVED,In honor of International Day
1566,1044,47,2022-12-13 23:21:59,2499723,BANK_TRANSFER,PENDING,For the children's program
1567,807,168,2020-09-20 22:21:39,1771387,CASH,PENDING,For the children's program
1568,56,173,2024-07-05 15:24:36,902265,CASH,PENDING,Corporate social responsibility
1569,181,12,2023-01-18 02:14:25,1912526,CASH,REFUNDED,Happy to support
1570,741,236,2021-04-22 10:44:55,2612566,BANK_TRANSFER,RECEIVED,Supporting women's empowerment
1571,1163,60,2021-12-08 15:53:53,1029190,CARD,RECEIVED,Honored to contribute
1572,628,119,2024-12-04 04:40:36,1070077,CASH,PENDING,Keep up the great work!
1573,361,220,2024-09-22 16:06:09,1656158,BANK_TRANSFER,PENDING,Honored to contribute
1574,755,237,2020-09-11 00:25:44,714983,CARD,REFUNDED,Environmental conservation
1575,140,216,2020-01-27 05:36:32,421990,BANK_TRANSFER,REFUNDED,In memory of a loved one
1576,599,112,2021-11-02 10:13:28,88005,BANK_TRANSFER,RECEIVED,Supporting community development
1577,651,21,2024-10-22 07:35:44,1371076,CARD,PENDING,Quarterly donation
1578,1064,100,2024-04-26 03:40:16,970464,CASH,PENDING,In support of your excellent work
1579,1126,25,2020-06-07 01:57:17,1381601,CASH,PENDING,Environmental conservation
1580,1185,198,2020-01-05 23:10:39,2840672,CASH,RECEIVED,For healthcare services
1581,380,20,2022-10-04 08:40:16,837153,CARD,PENDING,In memory of a loved one
1582,643,32,2023-08-22 01:02:53,2250317,CASH,PENDING,For the children's program
1583,652,115,2022-05-27 18:12:06,2751032,CARD,RECEIVED,Supporting community development
1584,659,286,2022-11-18 11:56:42,2548826,CASH,PENDING,For the children's program
1585,255,15,2024-07-28 09:38:08,2638213,CARD,RECEIVED,In support of your excellent work
1586,316,160,2022-08-22 02:13:57,63912,BANK_TRANSFER,REFUNDED,Tax-deductible contribution
1587,767,155,2022-10-24 20:23:41,1815903,CASH,PENDING,Quarterly donation
1588,1159,101,2021-10-25 01:34:13,1556175,CARD,RECEIVED,For healthcare services
1589,274,3,2024-09-20 06:05:22,2324977,CARD,PENDING,Regular monthly donation
1590,556,220,2024-12-13 23:08:09,2353647,CARD,PENDING,Happy to support
1591,997,183,2023-09-17 01:17:34,1962578,CARD,PENDING,In honor of International Day
1592,693,278,2020-05-13 00:41:01,171865,BANK_TRANSFER,RECEIVED,Honored to contribute
1593,214,152,2024-06-11 18:59:17,2540262,BANK_TRANSFER,RECEIVED,Supporting women's empowerment
1594,131,198,2021-02-22 22:49:57,875034,CARD,RECEIVED,For clean water initiative
1595,278,182,2024-08-16 22:33:42,2269227,CARD,REFUNDED,Honored to contribute
1596,248,263,2022-01-12 11:28:29,2933111,CARD,RECEIVED,In support of your excellent work
1597,355,22,2021-08-17 13:35:29,627132,CARD,PENDING,For clean water initiative
1598,244,162,2023-06-05 04:25:45,2105375,BANK_TRANSFER,RECEIVED,Youth programs support
1599,779,161,2024-07-11 02:36:22,2636682,CASH,PENDING,For healthcare services
1600,426,252,2020-07-24 16:31:50,378619,CASH,REFUNDED,Supporting community development
1601,109,194,2023-11-21 17:21:17,165201,BANK_TRANSFER,PENDING,In support of your excellent work
1602,753,17,2021-10-07 09:13:12,826498,CARD,RECEIVED,Environmental conservation
1603,553,69,2020-12-19 12:00:38,1365696,BANK_TRANSFER,RECEIVED,Tax-deductible contribution
1604,1117,76,2022-07-03 12:47:26,815034,BANK_TRANSFER,RECEIVED,For the children's program
1605,882,208,2021-05-22 10:17:10,176837,CASH,REFUNDED,Supporting community development
1606,298,200,2020-06-16 06:33:32,1760686,CARD,PENDING,Tax-deductible contribution
1607,413,126,2020-08-03 07:38:03,2811522,CASH,PENDING,Annual contribution
1608,173,99,2023-03-24 18:43:49,1188666,BANK_TRANSFER,PENDING,In memory of a loved one
1609,547,29,2022-05-01 23:56:49,2464503,BANK_TRANSFER,RECEIVED,For healthcare services
1610,921,131,2024-09-11 06:41:35,2181241,CARD,PENDING,Quarterly donation
1611,1145,145,2020-12-22 12:24:51,2177183,CASH,PENDING,Regular monthly donation
1612,454,101,2021-04-25 05:34:34,1250318,CARD,RECEIVED,Youth programs support
1613,1003,67,2020-08-23 06:50:47,2966963,BANK_TRANSFER,RECEIVED,Youth programs support
1614,945,90,2021-09-24 09:50:38,2496123,CASH,REFUNDED,Youth programs support
1615,562,299,2023-11-22 22:23:24,1201424,CARD,PENDING,Matching donation program
1616,848,34,2023-08-22 04:42:18,2458547,BANK_TRANSFER,RECEIVED,For emergency relief
1617,126,225,2021-07-12 07:25:15,2490628,BANK_TRANSFER,REFUNDED,Matching donation program
1618,1,195,2020-12-25 23:56:42,1693541,CASH,REFUNDED,Youth programs support
1619,147,120,2022-04-16 01:12:30,77807,BANK_TRANSFER,RECEIVED,Honored to contribute
1620,367,220,2022-02-12 01:34:21,2001565,CASH,PENDING,Quarterly donation
1621,758,212,2021-02-07 07:10:45,307702,BANK_TRANSFER,REFUNDED,For emergency relief
1622,72,262,2022-11-08 14:24:51,256486,BANK_TRANSFER,RECEIVED,For emergency relief
1623,525,71,2021-08-11 08:24:57,83785,CARD,REFUNDED,Supporting women's empowerment
1624,916,70,2021-10-24 20:03:25,2801199,CARD,PENDING,For the children's program
1625,596,188,2023-03-02 23:49:53,2624141,CASH,RECEIVED,In honor of International Day
1626,125,244,2022-11-08 03:37:36,465928,CARD,RECEIVED,Annual contribution
1627,12,133,2021-11-24 06:22:59,1308303,CASH,PENDING,For the children's program
1628,822,53,2021-08-22 17:42:44,1566343,CARD,REFUNDED,Regular monthly donation
1629,1052,185,2022-01-16 21:27:01,823391,BANK_TRANSFER,RECEIVED,In memory of a loved one
1630,171,242,2022-01-27 14:54:12,784343,CARD,REFUNDED,Keep up the great work!
1631,729,34,2022-07-02 05:57:43,826033,BANK_TRANSFER,RECEIVED,For clean water initiative
1632,837,151,2021-10-23 10:10:43,2503624,CARD,PENDING,Matching donation program
1633,237,220,2021-12-15 07:50:26,2398324,CARD,RECEIVED,For emergency relief
1634,344,197,2022-02-01 11:19:47,176221,CASH,RECEIVED,Environmental conservation
1635,1034,290,2020-02-05 21:34:48,1196002,BANK_TRANSFER,PENDING,For emergency relief
1636,99,201,2020-04-13 05:08:53,1397730,CASH,RECEIVED,For the children's program
1637,460,44,2020-11-13 22:46:27,2593974,CASH,REFUNDED,For clean water initiative
1638,388,76,2023-02-18 14:36:12,1655221,CARD,PENDING,For clean water initiative
1639,1062,13,2020-05-26 17:45:16,1251625,CASH,PENDING,In memory of a loved one
1640,268,153,2023-07-15 23:54:12,1038606,BANK_TRANSFER,RECEIVED,Keep up the great work!
1641,821,295,2022-02-26 17:12:11,2565506,BANK_TRANSFER,RECEIVED,For healthcare services
1642,1065,56,2024-10-16 11:00:32,66647,CASH,PENDING,For clean water initiative
1643,26,189,2020-12-02 09:52:01,2341225,CASH,PENDING,Supporting women's empowerment
1644,283,268,2024-12-04 23:14:32,2876014,CASH,PENDING,Environmental conservation
1645,702,63,2020-08-17 01:44:17,1993693,CASH,RECEIVED,Quarterly donation
1646,81,121,2023-05-28 13:29:59,702268,CARD,PENDING,For emergency relief
1647,980,118,2024-10-06 11:58:56,502361,BANK_TRANSFER,PENDING,Happy to support
1648,459,61,2022-12-09 13:33:20,1760206,BANK_TRANSFER,RECEIVED,Matching donation program
1649,1021,91,2024-10-05 04:58:17,81135,CASH,RECEIVED,Matching donation program
1650,466,300,2021-01-08 09:54:15,2957868,CASH,RECEIVED,Supporting women's empowerment
1651,241,105,2020-11-18 13:18:55,2245182,CASH,RECEIVED,For healthcare services
1652,541,150,2020-05-17 08:26:28,2984360,CARD,PENDING,For clean water initiative
1653,246,7,2024-01-18 14:21:53,1313047,CARD,PENDING,For clean water initiative
1654,428,267,2023-07-26 22:07:21,2544822,CARD,RECEIVED,For healthcare services
1655,107,122,2021-10-24 11:03:26,2554927,BANK_TRANSFER,RECEIVED,For the children's program
1656,972,211,2020-10-18 00:07:38,1111353,CASH,PENDING,Environmental conservation
1657,705,22,2023-10-16 20:59:15,18713,BANK_TRANSFER,PENDING,For the children's program
1658,697,5,2020-03-08 15:25:54,2642432,CASH,REFUNDED,Annual contribution
1659,769,10,2021-09-12 06:01:13,2596757,CASH,RECEIVED,In honor of International Day
1660,1103,222,2020-04-13 12:00:12,728642,CASH,REFUNDED,For healthcare services
1661,1002,13,2023-09-15 09:41:29,2626741,BANK_TRANSFER,RECEIVED,Tax-deductible contribution
1662,24,127,2023-04-15 11:49:35,235609,BANK_TRANSFER,REFUNDED,For emergency relief
1663,1133,209,2024-04-20 14:24:34,2024135,CASH,REFUNDED,Honored to contribute
1664,1196,155,2024-01-19 09:05:17,1153340,CASH,RECEIVED,Corporate social responsibility
1665,189,224,2021-10-07 12:27:21,2535691,BANK_TRANSFER,REFUNDED,Matching donation program
1666,629,289,2024-01-21 15:08:29,726240,BANK_TRANSFER,RECEIVED,Regular monthly donation
